,lang,family,dialects,iso3code,glottocode,speakers,regions,off_lang,rec_min_lang,url
0,Wantoat,"Trans–New Guinea, Finisterre–Huon, Finisterre, Wantoat languages, Wantoat","Trans–New Guinea, Finisterre–Huon, Finisterre, Wantoat languages, Wantoat",wnc,want1252,Uknown,Morobe Province,Unknown,Unknown,https://en.wikipedia.org/wiki/Taap_language
1,Yamuna_in_Hinduism,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Yamuna_in_Hinduism
2,Judeo-tamazight,"Afro-Asiatic, tamazight, Northern tamazight, Atlas, Shilha, Judeo-tamazight","Afro-Asiatic, tamazight, Northern tamazight, Atlas, Shilha, Judeo-tamazight",jbe,(insufficiently attested or not a distinct language)titlejude1262,"none[1]L2 speakers: 3,000 ",Israel,Unknown,Unknown,https://en.wikipedia.org/wiki/Judeo-Berber_language
3,Uhunduni,"Trans–New Guinea, West Papuan Highlands,  (Irian Highlands), Amung–Dem, Uhunduni","Trans–New Guinea, West Papuan Highlands,  (Irian Highlands), Amung–Dem, Uhunduni",uhn,dama1272,"14,000 ","Central Papua: central highlands, Paniai Regency, Beoga and Ilaga sub-districts; Asmat, Deiya, Mimika, and Puncak regencies, north and south Puncak Jaya; possibly Lanny Jaya and Nduga regencies.",Unknown,Unknown,https://en.wikipedia.org/wiki/Uhunduni_language
4,Chulym,"Turkic, Common Turkic, Siberian Turkic, South Siberian, Chulym","Turkic, Common Turkic, Siberian Turkic, South Siberian, Chulym",clw,chul1246,44 ,"Tyukhtetsky District, Teguldetsky District, Krasnoyarsk Krai, Tomsk Oblast",Unknown,Unknown,https://en.wikipedia.org/wiki/Chulym_language
5,Wounaan,"Chocoan, Wounaan","Chocoan, Wounaan",noa,woun1238,"10,800 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Waunana_language
6,Kayupulau,"Austronesian, Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Sarmi – Jayapura Bay, Jayapura Bay, Kayupulau","Austronesian, Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Sarmi – Jayapura Bay, Jayapura Bay, Kayupulau",kzu,kayu1243,50 ,Papua,Unknown,Unknown,https://en.wikipedia.org/wiki/Kayupulau_language
7,Ruga,"Sino-Tibetan, Tibeto-Burman, Sal, Bodo–Garo, Koch, Ruga","Sino-Tibetan, Tibeto-Burman, Sal, Bodo–Garo, Koch, Ruga",ruh,ruga1238,10 ,,Unknown,Unknown,https://en.wikipedia.org/wiki/Ruga_language
8,Mzieme,"Sino-Tibetan, Tibeto-Burman, Central Tibeto-Burman languages,  Kuki-Chin-Naga, Zemeic, Mzieme","Sino-Tibetan, Tibeto-Burman, Central Tibeto-Burman languages,  Kuki-Chin-Naga, Zemeic, Mzieme",nme,mzie1235,Uknown,Nagaland,Unknown,Unknown,https://en.wikipedia.org/wiki/Mzieme_language
9,Atta,"Austronesian, Malayo-Polynesian, Philippine, Northern Luzon, Cagayan Valley, Ibanagic, Atta","Austronesian, Malayo-Polynesian, Philippine, Northern Luzon, Cagayan Valley, Ibanagic, Atta",Variously:titleazttitle – Faire Attatitleatttitle – Pamplona Attatitleatptitle – Pudtol Attatitledygtitle – Villa Viciosa Agtatitle†title (?),atta1244,Uknown,Luzon,Unknown,Unknown,https://en.wikipedia.org/wiki/Atta_language
10,Mwesen,"Austronesian, Malayo-Polynesian, Oceanic, Southern Oceanic, North-Central Vanuatu, North Vanuatu, Torres-Banks, Mwesen","Austronesian, Malayo-Polynesian, Oceanic, Southern Oceanic, North-Central Vanuatu, North Vanuatu, Torres-Banks, Mwesen",msntitle  (shared with titleVurestitle),vure1239title  Vures,10 ,Vanua Lava,Unknown,Unknown,https://en.wikipedia.org/wiki/Mwesen_language
11,Huichol,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Huichol
12,Besoa,Uknown,Uknown,Not provided,,Uknown,Haute Matsiatra,Unknown,Unknown,https://en.wikipedia.org/wiki/Besoa
13,Maidu,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Maidu
14,Northern_Tutchone,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Northern_Tutchone
15,Isirawa,"Foja Range, Kwerbic, Isirawa","Foja Range, Kwerbic, Isirawa",srl,isir1237,"1,800 ",Papua,Unknown,Unknown,https://en.wikipedia.org/wiki/Isirawa_language
16,Garhwali,"Indo-European, Indo-Iranian, Indo-Aryan, Northern, Central Pahari, Garhwali","Indo-European, Indo-Iranian, Indo-Aryan, Northern, Central Pahari, Garhwali",gbm,garh1243,2.5 million ,"Garhwal, Uttarakhand",Unknown,Unknown,https://en.wikipedia.org/wiki/Garhwali_language
17,Maring,"Trans–New Guinea, Chimbu–Wahgi, Jimi, Maring","Trans–New Guinea, Chimbu–Wahgi, Jimi, Maring",mbw,mari1435,Uknown,Madang Province and Western Highlands Province,Unknown,Unknown,https://en.wikipedia.org/wiki/Maring_language
18,Chiapas Zoque,"Mixe-Zoquean, Zoquean, Chiapas Zoque","Mixe-Zoquean, Zoquean, Chiapas Zoque",Variously:titlezoctitle – Copainalá Zoquetitlezostitle – Francisco León Zoquetitlezortitle – Rayón Zoque,chia1261,Uknown,Chiapas,Unknown,Unknown,https://en.wikipedia.org/wiki/Chiapas_Zoque
19,Terêna,"Arawakan, Southern, Bolivia–Parana, Terêna","Arawakan, Southern, Bolivia–Parana, Terêna",Variously:titletertitle – Terenatitlegqntitle – titleKinikinaotitle & titleGuanátitlecajtitle – titleChané,tere1279,"16,000 ",Mato Grosso do Sul,Unknown,Unknown,https://en.wikipedia.org/wiki/Kinikinau_language
20,Toda,"Dravidian, Southern, Tamil–Kannada, Tamil–Kodagu, Toda–Kota, Toda","Dravidian, Southern, Tamil–Kannada, Tamil–Kodagu, Toda–Kota, Toda",tcx,toda1252,"1,600 ",Nilgiri Hills,Unknown,Unknown,https://en.wikipedia.org/wiki/Toda_language
21,Emplawas,"Austronesian, Malayo-Polynesian,  (MP), (, Central–Eastern MP, ), Babar, South Babar, Southwest Babar, Emplawas","Austronesian, Malayo-Polynesian,  (MP), (, Central–Eastern MP, ), Babar, South Babar, Southwest Babar, Emplawas",emw,empl1237,250 ,Maluku,Unknown,Unknown,https://en.wikipedia.org/wiki/Emplawas_language
22,Soyaltepec Mazatec,"Oto-Manguean, Popolocan, Mazatecan, Lowland, Valley, Northern, Soyaltepec Mazatec","Oto-Manguean, Popolocan, Mazatecan, Lowland, Valley, Northern, Soyaltepec Mazatec",vmp,soya1237,"28,000 ",San Felipe Jalapa de Díaz,Unknown,Unknown,https://en.wikipedia.org/wiki/Soyaltepec_Mazatec_language
23,Canela,"Macro-Jê, Jê, Cerrado, Jê of Goyaz, Northern Jê, Timbira, Canela-Krahô, Canela","Macro-Jê, Jê, Cerrado, Jê of Goyaz, Northern Jê, Timbira, Canela-Krahô, Canela",ram,cane1242title  Canela-Krahô,"2,500 ",Maranhão,Unknown,Unknown,https://en.wikipedia.org/wiki/Kanela_language
24,Shumashti,"Indo-European, Indo-Iranian, Indo-Aryan, Dardic, Kunar, Shumashti","Indo-European, Indo-Iranian, Indo-Aryan, Dardic, Kunar, Shumashti",sts,shum1235,Uknown,Kunar Province,Unknown,Unknown,https://en.wikipedia.org/wiki/Shumashti_language
25,Hul'qumi'num',"Salishan, Coast Salish, Central, ""Hulquminum""","Salishan, Coast Salish, Central, ""Hulquminum""",hur,halk1245,ca. 100[1] to 260 in Canada ,Southwestern British Columbia into Northern Washington,Unknown,Unknown,https://en.wikipedia.org/wiki/Halkomelem
26,Kulisusu,"Austronesian, Malayo-Polynesian, Celebic, Bungku–Tolaki, Kulisusu","Austronesian, Malayo-Polynesian, Celebic, Bungku–Tolaki, Kulisusu",Variously:titlevkltitle – Kulisusutitlexkqtitle – Koronititletlktitle – Taloki,kuli1254title  Kulisusutitlekoro1311title  Koronititletalo1252title  Taloki,Uknown,Sulawesi,Unknown,Unknown,https://en.wikipedia.org/wiki/Kulisusu_language
27,Siksika,"Algic, Algonquian, Siksika","Algic, Algonquian, Siksika",bla,siks1238,"2,900 ","Piikani Nation, Siksika Nation, and Kainai Nation in southern Alberta; Blackfeet Nation in Montana",Unknown,Unknown,https://en.wikipedia.org/wiki/Blackfoot_language
28,Cubeo,"Tucanoan, Central, Cubeo","Tucanoan, Central, Cubeo",cub,cube1242,"6,300 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Cubeo_language
29,Tlacolulita Zapotec,"Oto-Manguean, Zapotecan, Zapotec, Sierra Sur, Cis-Yautepec, Tlacolulita Zapotec","Oto-Manguean, Zapotecan, Zapotec, Sierra Sur, Cis-Yautepec, Tlacolulita Zapotec",zpk,tlac1240,53 ,Oaxaca,Unknown,Unknown,https://en.wikipedia.org/wiki/Tlacolulita_Zapotec
30,Samatu,"Sino-Tibetan, (, Tibeto-Burman, ), Lolo–Burmese, Loloish, Central, Samatu","Sino-Tibetan, (, Tibeto-Burman, ), Lolo–Burmese, Loloish, Central, Samatu",Nonetitle (titlemistitle),sama1296,500 ,,Unknown,Unknown,https://en.wikipedia.org/wiki/Samatu_language
31,Warlpiri,"Pama–Nyungan, Ngumpin–Yapa, Ngarrkic, Warlpiri","Pama–Nyungan, Ngumpin–Yapa, Ngarrkic, Warlpiri",wbp,warl1254,"2,624 ","Northern Territory, Australia",Unknown,Unknown,https://en.wikipedia.org/wiki/Warlpiri_language
32,Kaniet,"Austronesian, Malayo-Polynesian, Oceanic, Admiralty Islands, Western Admiralty Islands, Kaniet","Austronesian, Malayo-Polynesian, Oceanic, Admiralty Islands, Western Admiralty Islands, Kaniet",ktk,anch1239,Uknown,"Kaniet and western Anchorite island groups, Manus Province",Unknown,Unknown,https://en.wikipedia.org/wiki/Kaniet_language
33,T%C5%82%C4%B1%CC%A8ch%C7%AB,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/T%C5%82%C4%B1%CC%A8ch%C7%AB
34,Western Yugur,"Turkic, Common Turkic, Siberian Turkic, ,  (Northeastern Turkic), , South Siberian, Yenisei Turkic, Western Yugur","Turkic, Common Turkic, Siberian Turkic, ,  (Northeastern Turkic), , South Siberian, Yenisei Turkic, Western Yugur",ybe,west2402,"4,600 ",Gansu,Unknown,Unknown,https://en.wikipedia.org/wiki/Saryg_Yugur_language
35,Chintang,"Sino-Tibetan, Tibeto-Burman, Mahakiranti,  Kiranti, Eastern Kiranti, Chintang","Sino-Tibetan, Tibeto-Burman, Mahakiranti,  Kiranti, Eastern Kiranti, Chintang",ctn,chhi1245,"3,700 ","Dhankuta District, Nepal",Unknown,Unknown,https://en.wikipedia.org/wiki/Chintang_language
36,Avá-Canoeiro,"Tupian, Tupi–Guarani, Group IV, Avá-Canoeiro","Tupian, Tupi–Guarani, Group IV, Avá-Canoeiro",avv,avac1239,14 ,Goiás,Unknown,Unknown,https://en.wikipedia.org/wiki/Ava-Canoeiro_language
37,Miskito,"Misumalpan, Miskito","Misumalpan, Miskito",miq,misk1235,"150,000 ","North Caribbean Coast Autonomous Region, neighbouring areas",Unknown,Unknown,https://en.wikipedia.org/wiki/Miskito_language
38,Livvi-Karelian,"Uralic, Finnic, Northern Finnic, Karelian, Livvi-Karelian","Uralic, Finnic, Northern Finnic, Karelian, Livvi-Karelian",olo,livv1243,"14,100–25,000 ","between Lake Ladoga and Lake Onega, northward of Svir River, Karelia",Unknown," Finland Russia: 
 Republic of Karelia
",https://en.wikipedia.org/wiki/Olonetsian_language
39,Tataltepec Chatino,"Oto-Manguean, Zapotecan, Chatino, Tataltepec Chatino","Oto-Manguean, Zapotecan, Chatino, Tataltepec Chatino",cta,tata1258,540 ,Oaxaca,Unknown,Unknown,https://en.wikipedia.org/wiki/Tataltepec_Chatino_language
40,Nisga%27a,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Nisga%27a
41,Siuslaw,"Coast Oregon Penutian,Siuslaw","Coast Oregon Penutian,Siuslaw",sis,sius1254,Uknown,Oregon,Unknown,Unknown,https://en.wikipedia.org/wiki/Siuslaw_language
42,Lumun,"Niger–Congo,Atlantic–Congo, Talodi–Heiban, Talodi, Tocho, Lumun","Niger–Congo,Atlantic–Congo, Talodi–Heiban, Talodi, Tocho, Lumun",lmd,lumu1239,"15,000 ",Nuba Hills,Unknown,Unknown,https://en.wikipedia.org/wiki/Lumun_language
43,Misantla Totonac,"Totonacan, Totonac, Misantla Totonac","Totonacan, Totonac, Misantla Totonac",tlc,yecu1235,Uknown,Veracruz,Unknown,Unknown,https://en.wikipedia.org/wiki/Misantla_Totonac
44,Jicarilla_Apache,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Jicarilla_Apache
45,Pear,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Pear
46,Dari,"Indo-European, Indo-Iranian, Iranian, Western Iranian, Southwestern Iranian, Persian, Dari","Indo-European, Indo-Iranian, Iranian, Western Iranian, Southwestern Iranian, Persian, Dari",prs,dari1249,L1: 10 million ,,Afghanistan,Unknown,https://en.wikipedia.org/wiki/Dari
47,El Alto Zapotec,"Oto-Manguean,  (MP), Zapotecan, Zapotec, Western, El Alto Zapotec","Oto-Manguean,  (MP), Zapotecan, Zapotec, Western, El Alto Zapotec",zpp,elal1235,Uknown,Oaxaca,Unknown,Unknown,https://en.wikipedia.org/wiki/El_Alto_Zapotec
48,Huarijio,"Uto-Aztecan, Southern Uto-Aztecan, Tarahumaran, Huarijio","Uto-Aztecan, Southern Uto-Aztecan, Tarahumaran, Huarijio",var,huar1255,"2,100 ","Mexico: Chihuahua, Sonora",Unknown,Unknown,https://en.wikipedia.org/wiki/Huarijio_language
49,Cuyamecalco Mixtec,"Oto-Manguean, Mixtecan, Mixtec, Coatzospan–Cuyamecalco, Cuyamecalco Mixtec","Oto-Manguean, Mixtecan, Mixtec, Coatzospan–Cuyamecalco, Cuyamecalco Mixtec",xtu,cuya1240,"1,900 ","Cuicatlán, Oaxaca",Unknown,Unknown,https://en.wikipedia.org/wiki/Cuyamecalco_Mixtec_language
50,Mawayana,"Arawakan, North Arawak, Rio Branco,  (WapishaUknown), , Mawayana","Arawakan, North Arawak, Rio Branco,  (WapishaUknown), , Mawayana",Either:titlemzxtitle – Mawayanatitlempwtitle – Mapidian (duplicate code)title[4],mapi1252title  Mapidian-Mawayanatitlemawa1268title  Mawakwa,2 ,,Unknown,Unknown,https://en.wikipedia.org/wiki/Mawayana_language
51,Micha,"Sino-Tibetan, (, Tibeto-Burman, ), Lolo–Burmese, Loloish, Lisoish, Lisu–Lalo\xa, Micha, Micha","Sino-Tibetan, (, Tibeto-Burman, ), Lolo–Burmese, Loloish, Lisoish, Lisu–Lalo\xa, Micha, Micha",yiq,miqi1235,"30,000 ",Yunnan,Unknown,Unknown,https://en.wikipedia.org/wiki/Micha_language
52,Laxudumau,"Austronesian, Malayo-Polynesian, Oceanic, Western, Meso-Melanesian, (New Ireland), Tungag–Nalik, Laxudumau","Austronesian, Malayo-Polynesian, Oceanic, Western, Meso-Melanesian, (New Ireland), Tungag–Nalik, Laxudumau",lxm,laku1238,800 ,"New Ireland Province, Papua New Guinea",Unknown,Unknown,https://en.wikipedia.org/wiki/Laxudumau_language
53,Khorasani Turkic,"Turkic, Common Turkic, Oghuz, Eastern, Khorasani Turkic","Turkic, Common Turkic, Oghuz, Eastern, Khorasani Turkic",kmz,khor1269,"400,000–900,000 ",North Khorasan[1],Unknown,Unknown,https://en.wikipedia.org/wiki/Khorasani_Turkic_language
54,Cumans,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Cumans
55,Pame,"Oto-Manguean, Oto-Pame, Pame","Oto-Manguean, Oto-Pame, Pame",Variously:titlepbstitle – Central Pametitlepmqtitle – Northern Pametitlepmztitle – Southern Pame,pame1260,"12,000 ","San Luis Potosí, Puebla",Unknown,Unknown,https://en.wikipedia.org/wiki/Pame_languages
56,Mảng,"Austroasiatic, Mang–, Pakanic,Mảng","Austroasiatic, Mang–, Pakanic,Mảng",zng,mang1378,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Mang_language
57,Athpare,"Sino-Tibetan, Tibeto-Burman, Mahakiranti,  Kiranti, Eastern, Greater Yakkha, Athpare","Sino-Tibetan, Tibeto-Burman, Mahakiranti,  Kiranti, Eastern, Greater Yakkha, Athpare",aph,athp1241,"5,500 ","Dhankuta District, Nepal",Unknown,Unknown,https://en.wikipedia.org/wiki/Athpahariya_language
58,Carapano,"Tucanoan, Eastern, Central, Tatuyo–Carapano, Carapano","Tucanoan, Eastern, Central, Tatuyo–Carapano, Carapano",cbc,cara1272,500 ,,Unknown,Unknown,https://en.wikipedia.org/wiki/Carapana_language
59,Kasanga,"Niger–Congo,Atlantic–Congo, Atlantic, Senegambian, Wolof–Nyun, Nyun-Buy, Kasanga","Niger–Congo,Atlantic–Congo, Atlantic, Senegambian, Wolof–Nyun, Nyun-Buy, Kasanga",ccj,kasa1248,Perhaps a few elderly speakers ,,Unknown,Unknown,https://en.wikipedia.org/wiki/Kasanga_language
60,Ngile,"Niger–Congo,Kordofanian, Talodi–Heiban, Talodi, Ngile–Dengebu, Ngile","Niger–Congo,Kordofanian, Talodi–Heiban, Talodi, Ngile–Dengebu, Ngile",jle,ngil1242,"39,000 ",South Kordofan,Unknown,Unknown,https://en.wikipedia.org/wiki/Ngile_language
61,Northeastern Pomo,"Pomoan, Northeastern Pomo","Pomoan, Northeastern Pomo",pef,nort2967,Uknown,Northern California,Unknown,Unknown,https://en.wikipedia.org/wiki/Northeastern_Pomo_language
62,Morokodo_people,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Morokodo_people
63,Culina,"Arauan, Culina","Arauan, Culina",cul,culi1244,"3,900 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Kulina_language
64,Bikya,"Niger–Congo,Atlantic–Congo, Volta–Congo, Benue–Congo, Bantoid, Southern Bantoid, Beboid,Furu,  or Eastern Beboid, Bikya","Niger–Congo,Atlantic–Congo, Volta–Congo, Benue–Congo, Bantoid, Southern Bantoid, Beboid,Furu,  or Eastern Beboid, Bikya",byb,biky1238,Uknown,"Northwest Region, Menchum department, Furu-Awa Subdivision, Furubana village",Unknown,Unknown,https://en.wikipedia.org/wiki/Bikya_language
65,Danuwar,"Indo-European, Indo-Iranian, Indo-Aryan, Eastern Zone (Magadhan), Bihari, (unclassified), Kuswaric, Danuwar","Indo-European, Indo-Iranian, Indo-Aryan, Eastern Zone (Magadhan), Bihari, (unclassified), Kuswaric, Danuwar",dhwtitle – Dhanwar,dhan1265title  -Done Danuwartitlekoch1253title  Kochariya-East Danuwar,"46,000 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Danwar_language
66,Mapuche,"Araucanian, Mapuche","Araucanian, Mapuche",arn,mapu1245,"260,000 ",,Galvarino (Chile)Padre Las Casas (Chile)Temuco (Chile),Unknown,https://en.wikipedia.org/wiki/Mapuche_language
67,Khowar,"Indo-European, Indo-Iranian, Indo-Aryan, Chitrali, Khowar","Indo-European, Indo-Iranian, Indo-Aryan, Chitrali, Khowar",khw,khow1242,"580,000 ",Chitral District,Unknown,Unknown,https://en.wikipedia.org/wiki/Khowar
68,Kande,"Niger–Congo,Atlantic–Congo, Benue–Congo, Bantoid, Bantu,  (, Zone B, ), Tsogo languages,  (B.), Kande","Niger–Congo,Atlantic–Congo, Benue–Congo, Bantoid, Bantu,  (, Zone B, ), Tsogo languages,  (B.), Kande",kbs,kand1300,500 ,,Unknown,Unknown,https://en.wikipedia.org/wiki/Kaande_language
69,Sengseng,"Austronesian, Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Ngero–Vitiaz, Southwest New Britain, Arawe–Pasismanua, Pasismanua, Sengseng","Austronesian, Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Ngero–Vitiaz, Southwest New Britain, Arawe–Pasismanua, Pasismanua, Sengseng",ssz,seng1281,"1,800 ","southwest interior of West New Britain Province, Papua New Guinea",Unknown,Unknown,https://en.wikipedia.org/wiki/Sengseng_language
70,Kaba So,"Nilo-Saharan,Central Sudanic, Bongo–Bagirmi, Kaba, Kaba So","Nilo-Saharan,Central Sudanic, Bongo–Bagirmi, Kaba, Kaba So",kxj,kulf1238,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Kaba_So_language
71,Polesia,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Polesia
72,Oirats,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Oirats
73,Wik-Ngathan,"Pama–Nyungan, Paman, North Cape York, Wik, Wik-Ngathan","Pama–Nyungan, Paman, North Cape York, Wik, Wik-Ngathan",Either:titlewigtitle – Wik Ngathantitlewiktitle – Wikalkan,wikn1245title  Wik-Ngathana,3 ,"Cape York Peninsula, Queensland",Unknown,Unknown,https://en.wikipedia.org/wiki/Wik-Ngathan_language
74,Southern Nicobarese,"Austroasiatic, Nicobarese, Southern, Southern Nicobarese","Austroasiatic, Nicobarese, Southern, Southern Nicobarese",nik,sout2689,"7,500 ","Little Nicobar, Great Nicobar",Unknown,Unknown,https://en.wikipedia.org/wiki/Takahanyilang_language
75,Kings River Yokuts,"Yok-Utian, \xa, Yokutsan, Nim, Kings River Yokuts","Yok-Utian, \xa, Yokutsan, Nim, Kings River Yokuts",(included in Yokuts [yok]),king1260title  Kings River,Uknown,"San Joaquin Valley, California",Unknown,Unknown,https://en.wikipedia.org/wiki/Kings_River_Yokuts
76,Tsez,"Northeast Caucasian, Tsezic, Tsez–Hinukh, Tsez","Northeast Caucasian, Tsezic, Tsez–Hinukh, Tsez",ddo,dido1241,"13,000 ",Southern Dagestan,Unknown,Unknown,https://en.wikipedia.org/wiki/Tsez_language
77,Wik-Mungkan,"Pama–Nyungan, Paman, North Cape York, Wik, Wik-Mungkan","Pama–Nyungan, Paman, North Cape York, Wik, Wik-Mungkan",wim,wikm1247,952 ,"Cape York Peninsula, Queensland",Unknown,Unknown,https://en.wikipedia.org/wiki/Wik_Mungkan_language
78,Carib,"Cariban, GuiaUknown Carib, Carib","Cariban, GuiaUknown Carib, Carib",car,gali1262,"8,600 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Kari%27%C3%B1a_language
79,Onin,"Austronesian, Malayo-Polynesian,  (MP), Central–Eastern MP, Kei–Tanimbar, Yamdena–North Bomberai, North Bomberai, Sekar Onim, Onin","Austronesian, Malayo-Polynesian,  (MP), Central–Eastern MP, Kei–Tanimbar, Yamdena–North Bomberai, North Bomberai, Sekar Onim, Onin",oni,onin1245,500 ,"Kokas District, Teluk Patipi District, Fakfak Regency, Bomberai Peninsula",Unknown,Unknown,https://en.wikipedia.org/wiki/Onin_language
80,Kashaya,"Hokan, \xa, Pomoan, Western, Southern, Kashaya","Hokan, \xa, Pomoan, Western, Southern, Kashaya",kju,kash1280,~ 12 ,"Sonoma County, California",Unknown,Unknown,https://en.wikipedia.org/wiki/Kashaya_language
81,Shua,"Khoe–Kwadi, Khoe, Kalahari (Tshu–Khwe), East, Shua","Khoe–Kwadi, Khoe, Kalahari (Tshu–Khwe), East, Shua",shg,shua1254,"2,000 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Deti_language
82,Plains Cree,"Algic, Algonquian, Cree, -, Montagnais, -, Naskapi, , Cree, Plains Cree","Algic, Algonquian, Cree, -, Montagnais, -, Naskapi, , Cree, Plains Cree",crk,plai1258,"3,200 ","Manitoba, Saskatchewan, Alberta, Montana","Northwest Territories (Canada), as ""Cree""",Unknown,https://en.wikipedia.org/wiki/Plains_Cree_language
83,Kawatsa,"Trans–New Guinea, Angan, Northeast, Kawatsa","Trans–New Guinea, Angan, Northeast, Kawatsa",kcb,kawa1276,12 ,Morobe Province,Unknown,Unknown,https://en.wikipedia.org/wiki/Kawucha_language
84,Gallo-Italic of Sicily,"Indo-European, Italic, Latino-Faliscan, Latin, Romance, Italo-Western, Western Romance, Gallo-Iberian, Gallo-Romance, Gallo-Italic, Gallo-Italic of Sicily","Indo-European, Italic, Latino-Faliscan, Latin, Romance, Italo-Western, Western Romance, Gallo-Iberian, Gallo-Romance, Gallo-Italic, Gallo-Italic of Sicily",–,,"60,000 ",Central and eastern Sicily,Unknown,Unknown,https://en.wikipedia.org/wiki/Gallo-Italic_of_Sicily
85,West Frisian,"Indo-European, Germanic, West Germanic, North Sea Germanic, Anglo-Frisian, Frisian, West Frisian, Westlauwers–, Terschellings, West Frisian","Indo-European, Germanic, West Germanic, North Sea Germanic, Anglo-Frisian, Frisian, West Frisian, Westlauwers–, Terschellings, West Frisian",fry,west2354,"470,000 ",Friesland,"Netherlands
Friesland
",Unknown,https://en.wikipedia.org/wiki/West_Frisian_language
86,Tayap,"Torricelli, , Sepik Coast, Tayap–Marienberg, Tayap","Torricelli, , Sepik Coast, Tayap–Marienberg, Tayap",gpn,taia1239,less than 50 ,"Gapun village, Marienberg Rural LLG, East Sepik Province",Unknown,Unknown,https://en.wikipedia.org/wiki/Tayap_language
87,Zhaba,"Sino-Tibetan, Tibeto-Burman, Qiangic, Zhaba–Queyu, Zhaba","Sino-Tibetan, Tibeto-Burman, Qiangic, Zhaba–Queyu, Zhaba",zhb,zhab1238,"7,800 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Zhaba_language
88,Foia Foia,"Trans–New Guinea, Fly River (Anim), Inland Gulf, Foia Foia","Trans–New Guinea, Fly River (Anim), Inland Gulf, Foia Foia",Either:titleffititle – Foia Foiatitlemcvtitle – MiNot providedibai,mina1274title  Minanibaititlemahi1249title  Mahigi,180 ,,Unknown,Unknown,https://en.wikipedia.org/wiki/Foia_Foia_language
89,Juk,"Austroasiatic, Bahnaric, West, Laven, Juk","Austroasiatic, Bahnaric, West, Laven, Juk",Nonetitle (titlemistitle),,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Juk_language
90,Northern Sámi,"Uralic, Sámi, Western, Northern Sámi","Uralic, Sámi, Western, Northern Sámi",sme,nort2671,Uknown,, Norway, Finland Sweden,https://en.wikipedia.org/wiki/Northern_S%C3%A1mi
91,Chiquihuitlán Mazatec,"Oto-Manguean, Popolocan, Mazatecan, Chiquihuitlán Mazatec","Oto-Manguean, Popolocan, Mazatecan, Chiquihuitlán Mazatec",maq,chiq1250,"1,500 ","San Juan Chiquihuitlán, Oaxaca",Unknown,Unknown,https://en.wikipedia.org/wiki/Chiquihuitl%C3%A1n_Mazatec_language
92,Amonap,"Cariban, (Nahukwa), Amonap","Cariban, (Nahukwa), Amonap",Either:titlekuititle – Kuikúro-Kalapálotitlemzotitle – Matipuhy,nucl1656,"1,000 ","Xingu Indigenous Park, Mato Grosso",Unknown,Unknown,https://en.wikipedia.org/wiki/Nahukwa_language
93,Omaha–Ponca,"Siouan, Western Siouan, Mississippi Valley, Dhegiha, Omaha–Ponca","Siouan, Western Siouan, Mississippi Valley, Dhegiha, Omaha–Ponca",oma,omah1247,85 ,Nebraska and Oklahoma,Unknown,Unknown,https://en.wikipedia.org/wiki/Omaha%E2%80%93Ponca_language
94,Arman,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Arman
95,Central Pomo,"Hokan,Pomoan, Western, Southern, Central Pomo","Hokan,Pomoan, Western, Southern, Central Pomo",poo,cent2138,Uknown,Northern California,Unknown,Unknown,https://en.wikipedia.org/wiki/Central_Pomo_language
