,lang,family,dialects,iso3code,glottocode,speakers,regions,off_lang,rec_min_lang,url
1043,Oroha,"Austronesian, Malayo-Polynesian, Oceanic, Southeast Solomonic, Malaita – San Cristobal, Malaita, Southern, Oroha","Austronesian, Malayo-Polynesian, Oceanic, Southeast Solomonic, Malaita – San Cristobal, Malaita, Southern, Oroha",ora,oroh1237,Uknown,"South Malaita, Solomon Islands",Unknown,Unknown,https://en.wikipedia.org/wiki/Oroha_language
1044,Pije,"Austronesian, Malayo-Polynesian, Oceanic, Southern Oceanic, New Caledonian – Loyalties, New Caledonian, Northern New Caledonian, North Northern, Nemi, Pije","Austronesian, Malayo-Polynesian, Oceanic, Southern Oceanic, New Caledonian – Loyalties, New Caledonian, Northern New Caledonian, North Northern, Nemi, Pije",piz,pije1237,180 ,,Unknown,Unknown,https://en.wikipedia.org/wiki/Pije_language
1045,Sera,"Austronesian, Malayo-Polynesian, Oceanic, Western, Schouten, Siau, Sera","Austronesian, Malayo-Polynesian, Oceanic, Western, Schouten, Siau, Sera",sry,sera1260,510 ,Sandaun Province,Unknown,Unknown,https://en.wikipedia.org/wiki/Sera_language
1046,Tuvan,"Turkic, Common Turkic, Siberian Turkic, South Siberian, Sayan Turkic, Steppe Sayan Turkic, , notes , Tuvan","Turkic, Common Turkic, Siberian Turkic, South Siberian, Sayan Turkic, Steppe Sayan Turkic, , notes , Tuvan",tyv,tuvi1240title  Tuviniantitletodj1234title  Todja,"257,750 ",Tuva, Russia Tuva,Unknown,https://en.wikipedia.org/wiki/Tuvan_language
1047,Salish,"Salishan, Interior Salish, Southern, Salish","Salishan, Interior Salish, Southern, Salish",Either:titleflatitle – Flatheadtitlespotitle – Spokane,kali1307,70[2] ,"Northwest, United States",Unknown,Unknown,https://en.wikipedia.org/wiki/Salish%E2%80%93Spokane%E2%80%93Kalispel_language
1048,Nǁng,"Tuu, ǃKwi, Ghaap-Khalahari, Nǁng","Tuu, ǃKwi, Ghaap-Khalahari, Nǁng",ngh,nuuu1241,1 ,"historically north of the Orange River, between the Namibian border and the Vaal, as well as near the Molopo River by the southernmost point of Botswana",Unknown,Unknown,https://en.wikipedia.org/wiki/N%C7%81ng_language
1049,Marrgu,"Marrku–Wurrugu,Marrgu","Marrku–Wurrugu,Marrgu",mhg,marg1251,Uknown,"Croker Island, Northern Territory",Unknown,Unknown,https://en.wikipedia.org/wiki/Marrgu_language
1050,Limousin,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Limousin
1051,Kanashi,"Sino-Tibetan, Tibeto-Kanauri, \xa, West Himalayish, Kanashi","Sino-Tibetan, Tibeto-Kanauri, \xa, West Himalayish, Kanashi",xns,kana1283,"1,700 ",Himachal Pradesh,Unknown,Unknown,https://en.wikipedia.org/wiki/Kanashi_language
1052,Permyak,"Uralic, Permic, Komi, Permyak","Uralic, Permic, Komi, Permyak",koi,komi1269,"63,000 ","Perm Krai, Kirov Oblast",Unknown,Unknown,https://en.wikipedia.org/wiki/Komi-Permyak_language
1053,Werni,"Niger–Congo,Atlantic–Congo, Talodi–Heiban, Heiban, East Heiban, Werni","Niger–Congo,Atlantic–Congo, Talodi–Heiban, Heiban, East Heiban, Werni",wrn,warn1244,Uknown,South Kordofan,Unknown,Unknown,https://en.wikipedia.org/wiki/Werni_language
1054,Dumi,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Dumi
1055,Sayula Popoluca,"Mixe–Zoque, Mixean, Sayula Popoluca","Mixe–Zoque, Mixean, Sayula Popoluca",pos,sayu1241,"4,800 ",Veracruz,Unknown,Unknown,https://en.wikipedia.org/wiki/Sayula_Popoluca
1056,Yaaku,"Afro-Asiatic, Cushitic, Lowland East, Omo–Tana, Yaaku","Afro-Asiatic, Cushitic, Lowland East, Omo–Tana, Yaaku",muu,yaak1241,10 ,Laikipia District,Unknown,Unknown,https://en.wikipedia.org/wiki/Yaaku_language
1057,Yidgha,"Indo-European, Indo-Iranian, Iranian, Eastern, Munji–Yidgha,Yidgha","Indo-European, Indo-Iranian, Iranian, Eastern, Munji–Yidgha,Yidgha",ydg,yidg1240,"6,000 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Yidgha_language
1058,Ogiek,"Nilo-Saharan,Eastern Sudanic, Nilotic, Southern Nilotic, Kalenjin, Okiek–, Akie, Ogiek","Nilo-Saharan,Eastern Sudanic, Nilotic, Southern Nilotic, Kalenjin, Okiek–, Akie, Ogiek",oki,okie1247title  Okiek-Akietitleokie1245title  Okiek,"79,000 in Kenya ","Kinare: Kinare, Kenya, on the eastern slope of the Rift Valley. Sogoo: Kenya, southern Mau forest between the Amala and Ewas Ng'iro rivers.Akiek: Tanzania, southern part of Arusha Region.",Unknown,Unknown,https://en.wikipedia.org/wiki/Kinare_language
1059,Chepang,"Sino-Tibetan, Chepangic, Chepang","Sino-Tibetan, Chepangic, Chepang",cdm,chep1245,"59,000 ",Nepal,Unknown,Unknown,https://en.wikipedia.org/wiki/Chepang_language
1060,Kazukuru,"Austronesian, Malayo-Polynesian, Oceanic, Northwest Solomonic, New Georgia – Ysabel, New Georgia,Kazukuru","Austronesian, Malayo-Polynesian, Oceanic, Northwest Solomonic, New Georgia – Ysabel, New Georgia,Kazukuru",kzk,kazu1245,Uknown,New Georgia,Unknown,Unknown,https://en.wikipedia.org/wiki/Kazukuru_language
1061,Cinta_Larga,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Cinta_Larga
1062,Blablanga,"Austronesian, Malayo-Polynesian, Oceanic, Northwest Solomonic, New Georgia – Ysabel, Ysabel, Central Isabel, Blablanga","Austronesian, Malayo-Polynesian, Oceanic, Northwest Solomonic, New Georgia – Ysabel, Ysabel, Central Isabel, Blablanga",blp,blab1237,"c. 1,150 ",Santa Isabel Island,Unknown,Unknown,https://en.wikipedia.org/wiki/Blablanga_language
1063,Cayuse,Unclassified,Unclassified,xcy,cayu1241,Uknown,Oregon,Unknown,Unknown,https://en.wikipedia.org/wiki/Cayuse_language
1064,Chimila,"Chibchan, Arwako–Chimila, Chimila","Chibchan, Arwako–Chimila, Chimila",cbg,chim1309,350 ,,Unknown,Unknown,https://en.wikipedia.org/wiki/Chimila_language
1065,Bor,"Nilo-Saharan,Eastern Sudanic, Nilotic, Western Nilotic, Luo, Northern, Bor","Nilo-Saharan,Eastern Sudanic, Nilotic, Western Nilotic, Luo, Northern, Bor",bxb,bela1256,"26,000 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Belanda_Bor_language
1066,Eastern Yugur,"Mongolic, Southern Mongolic, Eastern Yugur","Mongolic, Southern Mongolic, Eastern Yugur",yuy,east2337,"4,000 ",Gansu,Unknown,Unknown,https://en.wikipedia.org/wiki/Shira_Yugur_language
1067,Beli,"Torricelli, Maimai, Beli","Torricelli, Maimai, Beli",bey,beli1258,"2,200 ",Sandaun Province,Unknown,Unknown,https://en.wikipedia.org/wiki/Beli_language
1068,Ratahan,"Austronesian, Malayo-Polynesian, Philippine, Sangiric, South, Ratahan","Austronesian, Malayo-Polynesian, Philippine, Sangiric, South, Ratahan",rth,rata1244,Uknown,Sulawesi,Unknown,Unknown,https://en.wikipedia.org/wiki/Torat%C3%A1n_language
1069,Utaha,"Austronesian, Malayo-Polynesian, Oceanic, Southern Oceanic, South Vanuatu, Erromangan, Utaha","Austronesian, Malayo-Polynesian, Oceanic, Southern Oceanic, South Vanuatu, Erromangan, Utaha",iff,ifoo1237,Uknown,Erromango,Unknown,Unknown,https://en.wikipedia.org/wiki/Ifo_language
1070,Amahuaca,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Amahuaca
1071,Tamasheq,"Afro-Asiatic, Berber, Tuareg, Southern, Tamasheq","Afro-Asiatic, Berber, Tuareg, Southern, Tamasheq",taq,tama1365,"900,000 ",Sahara, Mali,Unknown,https://en.wikipedia.org/wiki/Tamasheq_language
1072,Sekani,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Sekani
1073,Shua,"Khoe–Kwadi, Khoe, Kalahari (Tshu–Khwe), East, Shua","Khoe–Kwadi, Khoe, Kalahari (Tshu–Khwe), East, Shua",shg,shua1254,"2,000 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Danisi_language
1074,Algherese / Alguerese,"Indo-European, Italic, Romance, Italo-Western, Western, Gallo-Romance, Occitano-Romance, Catalan, Eastern, Insular, Algherese / Alguerese","Indo-European, Italic, Romance, Italo-Western, Western, Gallo-Romance, Occitano-Romance, Catalan, Eastern, Insular, Algherese / Alguerese",–,algh1238,Uknown,Alghero,Unknown,Unknown,https://en.wikipedia.org/wiki/Algherese_dialect
1075,Pur%C3%A9pecha,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Pur%C3%A9pecha
1076,Arapaho,"Algic, Algonquian, Arapahoan, Arapaho","Algic, Algonquian, Arapahoan, Arapaho",arp,arap1274,"1,100 ","Wind River Indian Reservation, Wyoming; Oklahoma",Unknown,Unknown,https://en.wikipedia.org/wiki/Arapaho_language
1077,Somyev,"Niger–Congo,Atlantic–Congo, Benue–Congo, Mambiloid, Mambila–Konja, Mambila–Vute, Kamkam languages, Somyev","Niger–Congo,Atlantic–Congo, Benue–Congo, Mambiloid, Mambila–Konja, Mambila–Vute, Kamkam languages, Somyev",kgt,somy1238,15 ,,Unknown,Unknown,https://en.wikipedia.org/wiki/Somyev_language
1078,Omotik,"Nilo-Saharan,Eastern Sudanic, Nilotic, Southern Nilotic, Omotik-, Datooga, Omotik","Nilo-Saharan,Eastern Sudanic, Nilotic, Southern Nilotic, Omotik-, Datooga, Omotik",omt,omot1239,Uknown,"Great Rift Valley, Kenya",Unknown,Unknown,https://en.wikipedia.org/wiki/Omotik_language
1079,Pukapukan,"Austronesian, Malayo-Polynesian, Oceanic, Polynesian, Nuclear Polynesian, Pukapukan","Austronesian, Malayo-Polynesian, Oceanic, Polynesian, Nuclear Polynesian, Pukapukan",pkp,puka1242,450 in Cook Islands ,"Pukapuka and Nassau islands, northern Cook Islands; some in Rarotonga; also New Zealand and Australia",Unknown,Unknown,https://en.wikipedia.org/wiki/Pukapukan_language
1080,Ese'ejja,"TacaUknown, ""Eseejja""","TacaUknown, ""Eseejja""",ese,esee1248,700 ,"Beni Department (Bolivia), La Paz Department (Bolivia), Pando Department, (Bolivia); Department of Madre de Dios (Peru), Department of Puno, Peru", Bolivia,Unknown,https://en.wikipedia.org/wiki/Ese_Eja_language
1081,Mandan,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Mandan
1082,Harakmbut,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Harakmbut
1083,Araona,"Pano–TacaUknown, TacaUknown, Araona–Tacana, Araona","Pano–TacaUknown, TacaUknown, Araona–Tacana, Araona",aro,arao1248,110 ,La Paz Department (Bolivia), Bolivia,Unknown,https://en.wikipedia.org/wiki/Araona_language
1084,Lishana Deni,"Afro-Asiatic, Semitic, Central Semitic, Northwest Semitic, Aramaic, Eastern Aramaic, Northeastern, Neo-Aramaic, Lishana Deni","Afro-Asiatic, Semitic, Central Semitic, Northwest Semitic, Aramaic, Eastern Aramaic, Northeastern, Neo-Aramaic, Lishana Deni",lsd,lish1247,Uknown,"Zakho, Iraq",Unknown,Unknown,https://en.wikipedia.org/wiki/Lishana_Deni
1085,Taworta,"Lakes Plain, East Lakes Plain, Taworta","Lakes Plain, East Lakes Plain, Taworta",tbp,tawo1244,300 ,Western New Guinea,Unknown,Unknown,https://en.wikipedia.org/wiki/Taworta_language
1086,Wilson River,"Pama–Nyungan, Karnic, East Karnic (, Ngura, ), Wilson River","Pama–Nyungan, Karnic, East Karnic (, Ngura, ), Wilson River",Variously:titlexpttitle – Punthamaratitlentgtitle – Ngantangarratitlegdttitle – Kungardutyititlexwktitle – Wangkumaratitleeaatitle – Karenggapa,ngur1261,Uknown,Wilson River (Queensland),Unknown,Unknown,https://en.wikipedia.org/wiki/Wanggumara_language
1087,Suy%C3%A1,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Suy%C3%A1
1088,Serili,"Austronesian, Malayo-Polynesian,  (MP), Central–Eastern MP, Babar, South Babar, Masela–Southeast, Serili","Austronesian, Malayo-Polynesian,  (MP), Central–Eastern MP, Babar, South Babar, Masela–Southeast, Serili",sve,seri1255,Uknown,Maluku,Unknown,Unknown,https://en.wikipedia.org/wiki/Serili_language
1089,Gurindji,"Pama–Nyungan, Ngumpin–Yapa, Ngumbin, Gurindji","Pama–Nyungan, Ngumpin–Yapa, Ngumbin, Gurindji",Either:titleguetitle – Gurinjititlenbjtitle – Ngarinyman,guri1247title  Gurindjititlengar1235title  Ngarinman,620 ,"Victoria River and Wave Hill, Kalkaringi",Unknown,Unknown,https://en.wikipedia.org/wiki/Ngarinman_language
1090,Sanglechi,"Indo-European, Indo-Iranian, Iranian, Eastern, Sanglechi–Ishkashimi, Sanglechi","Indo-European, Indo-Iranian, Iranian, Eastern, Sanglechi–Ishkashimi, Sanglechi",sgy,sang1344,"2,200 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Sanglechi_language
1091,Yoke,"Lower Mamberamo, Yoke","Lower Mamberamo, Yoke",yki,yoke1239,Uknown,"Yoke village, Mamberamo Hilir District, Mamberamo Raya Regency, Papua",Unknown,Unknown,https://en.wikipedia.org/wiki/Yoki_language
1092,"Kokborok, Tiprakok","Sino-Tibetan, Tibeto-Burman, Central Tibeto-Burman,  Sal, Boro–Garo, Kokborok, Tiprakok","Sino-Tibetan, Tibeto-Burman, Central Tibeto-Burman,  Sal, Boro–Garo, Kokborok, Tiprakok",Variously:titletrptitle – Kokboroktitleriatitle – Riangtitletpetitle – Tipperatitleusititle – Usuititlextrtitle – Early Tripuri,tipp1238,"960,000 ","
Tripura
Assam
Mizoram
Myanmar
Chittagong hill tracts
Cumilla
Chadpur
Sylhet
Rajbari
Feni District
Noakhali District
","India
Tripura
",Unknown,https://en.wikipedia.org/wiki/Kokborok
1093,Shuar,"Chicham, Shuar","Chicham, Shuar",jiv,shua1257,"35,000 ",,Unknown,Ecuador,https://en.wikipedia.org/wiki/Shuar_language
1094,Jaunsari,"Indo-European, Indo-Iranian, Indo-Aryan, Northern, Western Pahari, Jaunsari","Indo-European, Indo-Iranian, Indo-Aryan, Northern, Western Pahari, Jaunsari",jns,jaun1243,"136,779 ",Uttarakhand,Unknown,Unknown,https://en.wikipedia.org/wiki/Jaunsari_language
1095,Kumyk,"Turkic, Common Turkic, Kypchak, Kypchak–Cuman, Kumyk","Turkic, Common Turkic, Kypchak, Kypchak–Cuman, Kumyk",kum,kumy1244,"450,000 ","Dagestan, Chechnya, North Ossetia",Dagestan (Russia),Unknown,https://en.wikipedia.org/wiki/Kumyk_language
1096,Phunoi_people,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Phunoi_people
1097,Kaqchikel,"Mayan, Quichean–Mamean, Greater Quichean, Quichean, Kaqchikel","Mayan, Quichean–Mamean, Greater Quichean, Quichean, Kaqchikel",cak,kaqc1270,"410,000 ",Central Highlands,Unknown,Unknown,https://en.wikipedia.org/wiki/Kaqchikel_language
1098,Moche_culture,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Moche_culture
1099,Choctaw,"Muskogean, Western, Choctaw","Muskogean, Western, Choctaw",cho,choc1276,"9,600 ","From Southeastern Oklahoma, to east-central Mississippi and into Louisiana and Tennessee", United States      Oklahoma (Choctaw Nation only),Unknown,https://en.wikipedia.org/wiki/Choctaw_language
1100,Cypriot Arabic,"Afro-Asiatic, Semitic, West Semitic, Central Semitic, Arabic, Mesopotamian, Qeltu, Cypriot Arabic","Afro-Asiatic, Semitic, West Semitic, Central Semitic, Arabic, Mesopotamian, Qeltu, Cypriot Arabic",acy,cypr1248,No L1 speakers in the south ,Kormakitis and urban areas in the south,Unknown, Cyprus,https://en.wikipedia.org/wiki/Cypriot_Arabic
1101,Nuxaá Mixtec,"Oto-Manguean, Mixtecan, Mixtec, Nuxaá Mixtec","Oto-Manguean, Mixtecan, Mixtec, Nuxaá Mixtec",mxy,sout3002,"4,200 ",Oaxaca,Unknown,Unknown,https://en.wikipedia.org/wiki/Nuxa%C3%A1_Mixtec
1102,Ayautla Mazatec,"Oto-Manguean, Popolocan, Mazatecan, Highland, Western, Ayautla Mazatec","Oto-Manguean, Popolocan, Mazatecan, Highland, Western, Ayautla Mazatec",vmy,ayau1235,"3,700 ",Oaxaca,Unknown,Unknown,https://en.wikipedia.org/wiki/Ayautla_Mazatec_language
1103,Madí,"Arawan, Madí","Arawan, Madí",jaa,jama1261,"1,080 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Jarawara_language
1104,Gavião of Jiparaná,"Tupian, Monde, Gavião of Jiparaná","Tupian, Monde, Gavião of Jiparaná",gvo,gavi1246,340 ,Rondônia,Unknown,Unknown,https://en.wikipedia.org/wiki/Zor%C3%B3_language
1105,Yeyi,"Niger–Congo,Atlantic–Congo, Volta-Congo, Benue–Congo, Bantoid, Southern Bantoid, Bantu,  (, Zone R, ), Yeyi","Niger–Congo,Atlantic–Congo, Volta-Congo, Benue–Congo, Bantoid, Southern Bantoid, Bantu,  (, Zone R, ), Yeyi",yey,yeyi1239,"55,000 ",along the Okavango River,Unknown,Unknown,https://en.wikipedia.org/wiki/Yeyi_language
1106,Kwatay,"Niger–Congo,Atlantic–Congo, Bak, Jola, Jola Proper, Kwatay","Niger–Congo,Atlantic–Congo, Bak, Jola, Jola Proper, Kwatay",cwt,kuwa1246,"6,200 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Kwatay_language
1107,Karaj%C3%A1,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Karaj%C3%A1
1108,Tlachichilco Tepehua,"Totonacan, Tepehua, Tlachichilco Tepehua","Totonacan, Tepehua, Tlachichilco Tepehua",tpt,tlac1235,Uknown,Veracruz,Unknown,Unknown,https://en.wikipedia.org/wiki/Tlachichilco_Tepehua
1109,Pa-Hng,"Hmong–Mien, Hmongic, Bahengic, Pa-Hng","Hmong–Mien, Hmongic, Bahengic, Pa-Hng",pha,pahn1237,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Baheng_language
1110,Awakatek,"Mayan, Quichean–Mamean, Greater Mamean, Ixilan, Awakatek","Mayan, Quichean–Mamean, Greater Mamean, Ixilan, Awakatek",agu,agua1252,"10,100 in Guatemala ",Huehuetenango,Unknown," Guatemala
 Mexico",https://en.wikipedia.org/wiki/Awakatek_language
1111,Tsimshian,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Tsimshian
1112,Hixkaryána,"Carib, Parukotoan, Waiwai, Hixkaryána","Carib, Parukotoan, Waiwai, Hixkaryána",hix,hixk1239,600 ,"Upper Nhamundá River, Amazonas",Unknown,Unknown,https://en.wikipedia.org/wiki/Hixkaryana_language
1113,Damal,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Damal
1114,Mayoruna_language,Uknown,Uknown,Not provided,pano1256,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Mayoruna_language
1115,Nuu-chah-nulth,"Wakashan, Southern, Nuu-chah-nulth","Wakashan, Southern, Nuu-chah-nulth",nuk,nuuc1236,"130, ","West coast of Vancouver Island, from Barkley Sound to Quatsino Sound, British Columbia",Unknown,Unknown,https://en.wikipedia.org/wiki/Nootka_language
1116,Kenjeje,"Nilo-Saharan,Maban, Kenjeje","Nilo-Saharan,Maban, Kenjeje",klf,kend1253,"1,900 ",Ouaddaï,Unknown,Unknown,https://en.wikipedia.org/wiki/Kendeje_language
1117,Yimkhiungrü,"Sino-Tibetan, Central Naga, Yimkhiungrü","Sino-Tibetan, Central Naga, Yimkhiungrü",yim,yimc1240,"83,000 ",Shamator and Kiphire districts of Nagaland,Unknown,Unknown,https://en.wikipedia.org/wiki/Yimchungru_language
1118,Tunica,Language isolate,Language isolate,tun,tuni1252,Uknown,Central Louisiana,Unknown,Unknown,https://en.wikipedia.org/wiki/Tunica_language
1119,Gorani,"Indo-European, Indo-Iranian, Iranian, Western, Northwestern, , Zaza–Gorani, Gorani","Indo-European, Indo-Iranian, Iranian, Western, Northwestern, , Zaza–Gorani, Gorani",Variously:titlehactitle – Gorani (Gurani)titlesdbtitle – titleShabakititlesdftitle – titleSarli,gura1251,"300,000 ","Kurdistan (Primarily Hawraman, also Garmian and Nineveh)",Unknown,Unknown,https://en.wikipedia.org/wiki/Gorani_language
1120,Kabardian,"Northwest Caucasian, Circassian, Kabardian","Northwest Caucasian, Circassian, Kabardian",kbd,kaba1278,1.9 million ,North Caucasus (Circassia)," Russia
 Kabardino-Balkaria
 Karachay-Cherkessia
", Israel Jordan Syria Libya,https://en.wikipedia.org/wiki/Kabardian_language
1121,Boruca,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Boruca
1122,Hualapai,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Hualapai
1123,Sivandi,"Indo-European, Indo-Iranian, Iranian, Western Iranian, Northwestern, Sivandi","Indo-European, Indo-Iranian, Iranian, Western Iranian, Northwestern, Sivandi",siy,siva1239,"3,000[1] ",Fars Province,Unknown,Unknown,https://en.wikipedia.org/wiki/Sivandi_language
1124,Tima,"Niger–Congo,Kordofanian, Katla languages, Tima","Niger–Congo,Kordofanian, Katla languages, Tima",tms,tima1241,"3,305 ","Nuba Hills, Southern Kordofan",Unknown,Unknown,https://en.wikipedia.org/wiki/Tima_language
1125,Central Cagayan Agta,"Austronesian, Malayo-Polynesian, Philippine, Northern Luzon, Cagayan Valley, Gaddangic, Central Cagayan Agta","Austronesian, Malayo-Polynesian, Philippine, Northern Luzon, Cagayan Valley, Gaddangic, Central Cagayan Agta",agt,cent2084,780 ,Luzon,Unknown,Unknown,https://en.wikipedia.org/wiki/Central_Cagayan_Agta_language
1126,Asháninka,"Arawakan, Southern, Campa, Asháninka","Arawakan, Southern, Campa, Asháninka",cni,asha1243,"35,000 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Ashaninka_language
1127,Karagash,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Karagash
1128,Tegali,"Niger–Congo,Rashad, Tegali","Niger–Congo,Rashad, Tegali",ras,tega1236title  Tegali,"110,000 ",South Kordofan,Unknown,Unknown,https://en.wikipedia.org/wiki/Tingal_language
1129,Nganasan,"Uralic, Samoyedic, Nganasan","Uralic, Samoyedic, Nganasan",nio,ngan1291,416 ,Taymyr Autonomous Okrug,Unknown,Unknown,https://en.wikipedia.org/wiki/Nganasan_language
1130,Northern Mansi,"Uralic, Ugric,Ob-Ugric,Mansi, Northern Mansi","Uralic, Ugric,Ob-Ugric,Mansi, Northern Mansi",–,mans1258,"2,200 ","Khanty–Mansi, Sverdlovsk",Unknown,Unknown,https://en.wikipedia.org/wiki/Northern_Mansi_language
1131,Ngaanyatjarra,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Ngaanyatjarra
1132,Mavea,"Austronesian, Malayo-Polynesian, Oceanic, Southern Oceanic, North-Central Vanuatu, North Vanuatu, Espiritu Santo, Mavea","Austronesian, Malayo-Polynesian, Oceanic, Southern Oceanic, North-Central Vanuatu, North Vanuatu, Espiritu Santo, Mavea",mkv,mafe1237,34 ,Mavea Island,Unknown,Unknown,https://en.wikipedia.org/wiki/Mavea_language
1133,Likum,"Austronesian, Malayo-Polynesian, Oceanic, Admiralty Islands, Eastern Admiralty Islands, Manus, West Manus, Likum","Austronesian, Malayo-Polynesian, Oceanic, Admiralty Islands, Eastern Admiralty Islands, Manus, West Manus, Likum",lib,liku1243,80 ,"westernmost Manus Island, Manus Province",Unknown,Unknown,https://en.wikipedia.org/wiki/Likum_language
1134,Ske,"Austronesian, Malayo-Polynesian, Oceanic, Southern Oceanic, North-Central Vanuatu, Central Vanuatu, Ske","Austronesian, Malayo-Polynesian, Oceanic, Southern Oceanic, North-Central Vanuatu, Central Vanuatu, Ske",ske,seke1241,300 ,Pentecost Island,Unknown,Unknown,https://en.wikipedia.org/wiki/Ske_language
1135,Konyak,"Sino-Tibetan, Tibeto-Burman, Sal, Konyak, Konyak–Chang, Konyak","Sino-Tibetan, Tibeto-Burman, Sal, Konyak, Konyak–Chang, Konyak",nbe,kony1248,"246,000 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Konyak_language
1136,Yaruro,"Esmeralda–Yaruro, \xa, Yaruro","Esmeralda–Yaruro, \xa, Yaruro",yae,pume1238,"7,900 ",Venezuela,Unknown,Unknown,https://en.wikipedia.org/wiki/Pume_language
1137,Mudbura,"Pama–Nyungan, Ngumpin–Yapa, Ngumbin, Mudbura","Pama–Nyungan, Ngumpin–Yapa, Ngumbin, Mudbura",dmw,mudb1240,92 ,Victoria River to Barkly Tablelands,Unknown,Unknown,https://en.wikipedia.org/wiki/Mudburra_language
1138,Ingush,"Northeast Caucasian, Nakh, Vainakh, Chechen–Ingush, Ingush","Northeast Caucasian, Nakh, Vainakh, Chechen–Ingush, Ingush",inh,ingu1240,"350,000 ","Ingushetia, Chechnya", Russia Ingushetia,Unknown,https://en.wikipedia.org/wiki/Ingush_language
1139,Slavey,"Dené–Yeniseian,Na-Dené, Athabaskan, Northern Athabaskan, Slavey","Dené–Yeniseian,Na-Dené, Athabaskan, Northern Athabaskan, Slavey",dentitle – inclusive codetitleIndividual codes:titlescstitle – North Slaveytitlexsltitle – South Slavey,slav1253,"2,120, 65% of ethnic population ",Northwest Territories,"Northwest Territories, Canada",Unknown,https://en.wikipedia.org/wiki/South_Slavey_language
1140,Defaka,"Niger–Congo,Ijoid,Defaka","Niger–Congo,Ijoid,Defaka",afn,defa1248,200 ,"Rivers State, Opobo–Nkoro",Unknown,Unknown,https://en.wikipedia.org/wiki/Defaka_language
1141,Khinalug,"Northeast Caucasian, Khinalug","Northeast Caucasian, Khinalug",kjj,khin1240,"3,000 ",Quba,Unknown,Unknown,https://en.wikipedia.org/wiki/Khinalug_language
1142,Eastern Pomo,"Pomoan, Eastern Pomo","Pomoan, Eastern Pomo",peb,east2545,Uknown,Northern California,Unknown,Unknown,https://en.wikipedia.org/wiki/Eastern_Pomo_language
1143,Swampy_Cree,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Swampy_Cree
1144,Breton,"Indo-European, Celtic, Insular Celtic, Brittonic, Southwestern Brittonic, Breton","Indo-European, Celtic, Insular Celtic, Brittonic, Southwestern Brittonic, Breton",Variously:titlebretitle – Modern Bretontitlexbmtitleobt,bret1244,"210,000 in Brittany ",Lower Brittany,Unknown,"France
Brittany
",https://en.wikipedia.org/wiki/Breton_language
1145,Ingrian,"Uralic, Finnic, Northern Finnic, Ingrian","Uralic, Finnic, Northern Finnic, Ingrian",izh,ingr1248,76 ,Ingria,Unknown,Unknown,https://en.wikipedia.org/wiki/Ingrian_language
1146,Fongoro,"Nilo-Saharan,Central Sudanic, Sara–Bongo–Bagirmi, Fongoro","Nilo-Saharan,Central Sudanic, Sara–Bongo–Bagirmi, Fongoro",fgr,fong1243,a few elders ,,Unknown,Unknown,https://en.wikipedia.org/wiki/Fongoro_language
