iso6393,glottocode,aes_status,Wikipedia_Url
aoj,mufi1238,threatened,https://en.wikipedia.org/wiki/Mufian_language
aok,arho1237,moribund,https://en.wikipedia.org/wiki/Arh%C3%B6_language
aol,alor1247,not endangered,https://en.wikipedia.org/wiki/Alorese_language
aom,omie1241,not endangered,https://en.wikipedia.org/wiki/%C3%96mie_language
aon,bumb1241,shifting,https://en.wikipedia.org/wiki/Bumbita_language
aor,aore1237,extinct,https://en.wikipedia.org/wiki/Aore_language
aos,taik1255,shifting,https://en.wikipedia.org/wiki/Taikat_language
aot,aton1241,shifting,https://en.wikipedia.org/wiki/Atong_language_(Sino-Tibetan)
aou,aoua1234,nearly extinct,
aox,ator1244,moribund,https://en.wikipedia.org/wiki/Atorada_language
aoz,uabm1237,not endangered,https://en.wikipedia.org/wiki/Uab_Meto_language
apb,saaa1240,not endangered,https://en.wikipedia.org/wiki/Sa%27a_language
apc,nort3139,not endangered,https://en.wikipedia.org/wiki/North_Levantine_Arabic
apd,suda1236,not endangered,https://en.wikipedia.org/wiki/Sudanese_Arabic
ape,buki1249,shifting,https://en.wikipedia.org/wiki/Bukiyip_language
apf,agta1234,not endangered,https://en.wikipedia.org/wiki/Paranan_Agta_language
apg,ampa1239,threatened,https://en.wikipedia.org/wiki/Ampanang_language
aph,athp1241,shifting,https://en.wikipedia.org/wiki/Athpare_language
api,apia1248,extinct,https://en.wikipedia.org/wiki/Apiak%C3%A1_language
apj,jica1244,shifting,https://en.wikipedia.org/wiki/Jicarilla_language
apk,kiow1264,extinct,https://en.wikipedia.org/wiki/Plains_Apache_language
apl,lipa1241,extinct,https://en.wikipedia.org/wiki/Lipan_language
apm,mesc1238,shifting,https://en.wikipedia.org/wiki/Mescalero-Chiricahua_language
apn,apin1244,shifting,https://en.wikipedia.org/wiki/Apinay%C3%A9_language
apo,apal1255,not endangered,
app,apma1240,not endangered,https://en.wikipedia.org/wiki/Apma_language
apq,apuc1241,extinct,https://en.wikipedia.org/wiki/A-Pucikwar_language
apr,arop1243,not endangered,https://en.wikipedia.org/wiki/Arop-Lokep_language
aps,arop1242,not endangered,https://en.wikipedia.org/wiki/Arop_language
apt,apat1240,threatened,https://en.wikipedia.org/wiki/Apatani_language
apu,apur1254,shifting,https://en.wikipedia.org/wiki/Apurin%C3%A3_language
apv,alap1235,extinct,
apw,west2615,shifting,https://en.wikipedia.org/wiki/Western_Apache_language
apx,aput1237,shifting,
apy,apal1257,shifting,https://en.wikipedia.org/wiki/Apala%C3%AD_language
apz,safe1240,not endangered,https://en.wikipedia.org/wiki/Safeyoka_language
aqc,arch1244,shifting,https://en.wikipedia.org/wiki/Archi_language
aqd,ampa1238,shifting,https://en.wikipedia.org/wiki/Ampari_Dogon
aqg,arig1246,not endangered,https://en.wikipedia.org/wiki/Akoko_language
aqm,atoh1238,threatened,https://en.wikipedia.org/wiki/Atohwaim_language
aqn,nort2875,shifting,https://en.wikipedia.org/wiki/Northern_Alta_language
aqp,atak1252,extinct,https://en.wikipedia.org/wiki/Atakapa_language
aqr,arha1237,moribund,https://en.wikipedia.org/wiki/Arh%C3%A2_language
aqt,anga1316,moribund,https://en.wikipedia.org/wiki/Angait%C3%A9_language
aqz,akun1241,nearly extinct,https://en.wikipedia.org/wiki/Akuntsu_language
arb,stan1318,not endangered,https://en.wikipedia.org/wiki/Modern_Standard_Arabic
arc,impe1235,extinct,
ard,arab1267,extinct,https://en.wikipedia.org/wiki/Arabana_language
are,west2441,shifting,
arg,arag1245,shifting,https://en.wikipedia.org/wiki/Aragonese_language
arh,arhu1242,threatened,https://en.wikipedia.org/wiki/Arhuaco_language
ari,arik1262,nearly extinct,https://en.wikipedia.org/wiki/Arikara_language
arj,arap1275,extinct,
ark,arik1265,extinct,https://en.wikipedia.org/wiki/Arikap%C3%BA_language
arl,arab1268,nearly extinct,https://en.wikipedia.org/wiki/Arabela_language
arn,mapu1245,shifting,https://en.wikipedia.org/wiki/Mapuche_language
aro,arao1248,shifting,https://en.wikipedia.org/wiki/Araona_language
arp,arap1274,moribund,https://en.wikipedia.org/wiki/Arapaho_language
arq,alge1239,not endangered,https://en.wikipedia.org/wiki/Algerian_Arabic
arr,karo1305,shifting,https://en.wikipedia.org/wiki/Ramarama_language
ars,najd1235,not endangered,https://en.wikipedia.org/wiki/Najdi_Arabic
aru,arua1263,extinct,https://en.wikipedia.org/wiki/Araw%C3%A1_language
arv,arbo1245,shifting,https://en.wikipedia.org/wiki/Arbore_language
arw,araw1276,moribund,https://en.wikipedia.org/wiki/Arawak_language
arx,arua1261,nearly extinct,https://en.wikipedia.org/wiki/Aru%C3%A1shi_language
ary,moro1292,not endangered,https://en.wikipedia.org/wiki/Moroccan_Arabic
arz,egyp1253,not endangered,https://en.wikipedia.org/wiki/Egyptian_Arabic
asa,asut1235,not endangered,https://en.wikipedia.org/wiki/Pare_language
asb,assi1247,shifting,https://en.wikipedia.org/wiki/Assiniboine_language
asc,casu1237,threatened,
ase,amer1248,not endangered,https://en.wikipedia.org/wiki/American_Sign_Language
asf,aust1271,shifting,https://en.wikipedia.org/wiki/Auslan
asg,cish1238,not endangered,https://en.wikipedia.org/wiki/Shingini_language
ash,abis1238,extinct,https://en.wikipedia.org/wiki/Tequiraca_language
asi,buru1308,shifting,https://en.wikipedia.org/wiki/Buruwai_language
asj,nsar1238,not endangered,https://en.wikipedia.org/wiki/Saari_language
ask,ashk1246,shifting,https://en.wikipedia.org/wiki/Askunu_language
asl,asil1242,threatened,https://en.wikipedia.org/wiki/Asilulu_language
asm,assa1263,not endangered,https://en.wikipedia.org/wiki/Assamese_language
asn,xing1248,shifting,https://en.wikipedia.org/wiki/Xingu_Asurini_language
aso,dano1240,not endangered,https://en.wikipedia.org/wiki/Dano_language
asp,alge1235,not endangered,https://en.wikipedia.org/wiki/Algerian_Sign_Language
asq,aust1252,not endangered,https://en.wikipedia.org/wiki/Austrian_Sign_Language
asr,asur1254,shifting,https://en.wikipedia.org/wiki/Asur_language
ass,ipul1238,not endangered,https://en.wikipedia.org/wiki/Ipulo_language
ast,astu1245,not endangered,https://en.wikipedia.org/wiki/Asturian_language
asu,toca1235,shifting,
asv,asoa1238,not endangered,https://en.wikipedia.org/wiki/Asoa_language
asw,aust1253,threatened,https://en.wikipedia.org/wiki/Australian_Aboriginal_sign_languages
asx,mura1271,not endangered,https://en.wikipedia.org/wiki/Muratayak_language
asy,yaos1235,shifting,
asz,asss1237,nearly extinct,https://en.wikipedia.org/wiki/As_language
ata,pele1245,shifting,https://en.wikipedia.org/wiki/Ata_language
atb,zaiw1241,not endangered,https://en.wikipedia.org/wiki/Zaiwa_language
atc,atsa1242,extinct,https://en.wikipedia.org/wiki/Atsawaka_language
atd,atam1240,not endangered,https://en.wikipedia.org/wiki/Ata_Manobo_language
ate,atem1241,nearly extinct,https://en.wikipedia.org/wiki/Mand_language
atg,ivbi1241,not endangered,https://en.wikipedia.org/wiki/Okpela_language
ati,atti1239,not endangered,https://en.wikipedia.org/wiki/Atti%C3%A9_language
atj,atik1240,threatened,https://en.wikipedia.org/wiki/Atikamekw_language
atk,atii1237,shifting,https://en.wikipedia.org/wiki/Ati_language_(Philippines)
atl,mtir1236,nearly extinct,https://en.wikipedia.org/wiki/Mount_Iraya_Agta_language
atm,ataa1240,nearly extinct,https://en.wikipedia.org/wiki/Ata_language_(Negros)
atn,asht1244,threatened,https://en.wikipedia.org/wiki/Ashtiani_language
ato,aton1242,threatened,https://en.wikipedia.org/wiki/Atong_language_(Cameroon)
atp,pudt1235,threatened,
atq,aral1243,not endangered,https://en.wikipedia.org/wiki/Aralle-Tabulahan_language
atr,waim1253,shifting,https://en.wikipedia.org/wiki/Waimiri-Atroar%C3%AD_language
ats,gros1243,extinct,https://en.wikipedia.org/wiki/Gros_Ventre_language
att,pamp1244,not endangered,
atu,reel1238,threatened,https://en.wikipedia.org/wiki/Reel_language
atv,nort2686,shifting,https://en.wikipedia.org/wiki/Northern_Altai_language
atw,atsu1245,extinct,https://en.wikipedia.org/wiki/Atsugewi_language
atx,arut1244,nearly extinct,https://en.wikipedia.org/wiki/Arutani_language
aty,anei1239,shifting,https://en.wikipedia.org/wiki/Aneityum_language
atz,arta1239,nearly extinct,https://en.wikipedia.org/wiki/Arta_language
aua,asum1237,moribund,https://en.wikipedia.org/wiki/Asumbuo_language
aub,alug1235,not endangered,
auc,waor1240,shifting,https://en.wikipedia.org/wiki/Waorani_language
aud,anut1237,shifting,https://en.wikipedia.org/wiki/Anuta_language
aug,agun1238,shifting,https://en.wikipedia.org/wiki/Aguna_language
auh,aush1241,not endangered,https://en.wikipedia.org/wiki/Aushi_language
aui,anuk1239,shifting,https://en.wikipedia.org/wiki/Anuki_language
auj,awji1241,shifting,https://en.wikipedia.org/wiki/Awjila_language
auk,heyo1240,shifting,https://en.wikipedia.org/wiki/Heyo_language
aul,aulu1238,shifting,https://en.wikipedia.org/wiki/Aulua_language
aum,asun1235,threatened,https://en.wikipedia.org/wiki/Asu_language_(Nigeria)
aun,molm1235,shifting,
auo,auyo1240,extinct,https://en.wikipedia.org/wiki/Auyokawa_language
aup,maka1315,not endangered,https://en.wikipedia.org/wiki/Makayam_language
auq,anus1237,shifting,https://en.wikipedia.org/wiki/Anus_language
aur,arue1240,shifting,https://en.wikipedia.org/wiki/Aruek_language
aut,aust1304,shifting,https://en.wikipedia.org/wiki/Austral_language
auu,auye1238,shifting,https://en.wikipedia.org/wiki/Auye-Dao_language
auw,awyi1241,shifting,https://en.wikipedia.org/wiki/Awyi_language
aux,aura1243,extinct,https://en.wikipedia.org/wiki/Aur%C3%A1_language
auy,awiy1238,not endangered,https://en.wikipedia.org/wiki/Awiyaana_language
auz,uzbe1248,shifting,
ava,avar1256,threatened,https://en.wikipedia.org/wiki/Avar_language
avb,avau1237,not endangered,https://en.wikipedia.org/wiki/Avau_language
avd,alvi1241,moribund,https://en.wikipedia.org/wiki/Alviri-Vidari_dialect
ave,aves1237,extinct,https://en.wikipedia.org/wiki/Avestan
avi,avik1243,not endangered,https://en.wikipedia.org/wiki/Avikam_language
avl,east2690,not endangered,https://en.wikipedia.org/wiki/Northwest_Arabian_Arabic
avm,angg1238,extinct,
avn,avat1244,not endangered,https://en.wikipedia.org/wiki/Avatime_language
avo,agav1236,extinct,https://en.wikipedia.org/wiki/Agavotaguerra_language
avs,aush1242,extinct,https://en.wikipedia.org/wiki/Aushiri_language
avt,auuu1241,shifting,https://en.wikipedia.org/wiki/Au_language
avu,avok1242,not endangered,https://en.wikipedia.org/wiki/Avokaya_language
avv,avac1239,moribund,https://en.wikipedia.org/wiki/Av%C3%A1-Canoeiro_language
awa,awad1243,not endangered,https://en.wikipedia.org/wiki/Awadhi_language
awb,awap1236,not endangered,https://en.wikipedia.org/wiki/Awa_language_(Papua_New_Guinea)
awc,cici1237,threatened,https://en.wikipedia.org/wiki/Cipu_language
awe,awet1244,shifting,https://en.wikipedia.org/wiki/Awet%C3%AF_language
awg,angu1242,extinct,https://en.wikipedia.org/wiki/Anguthimri_language
awh,awbo1238,threatened,https://en.wikipedia.org/wiki/Awbono_language
awi,aeky1238,not endangered,https://en.wikipedia.org/wiki/Awin_language
awk,awab1243,extinct,https://en.wikipedia.org/wiki/Awabakal_language
awm,araw1272,moribund,https://en.wikipedia.org/wiki/Arawum_language
awn,awng1244,not endangered,https://en.wikipedia.org/wiki/Awngi_language
awo,awak1250,not endangered,https://en.wikipedia.org/wiki/Yebu_language
awr,awer1241,extinct,https://en.wikipedia.org/wiki/Awera_language
aws,sout2941,threatened,
awt,araw1273,shifting,https://en.wikipedia.org/wiki/Arawet%C3%A9_language
awu,cent2118,threatened,
awv,jair1235,threatened,
aww,awun1245,shifting,https://en.wikipedia.org/wiki/Auwon_language
awx,awar1248,not endangered,https://en.wikipedia.org/wiki/Awara_language
awy,eder1237,threatened,
axb,abip1241,extinct,https://en.wikipedia.org/wiki/Abip%C3%B3n_language
axe,ayer1246,extinct,
axg,mato1253,extinct,https://en.wikipedia.org/wiki/Mato_Grosso_Ar%C3%A1ra_language
axk,yaka1272,threatened,https://en.wikipedia.org/wiki/Aka_language
axl,lowe1436,extinct,https://en.wikipedia.org/wiki/Lower_Arrernte_language
axx,xara1243,threatened,https://en.wikipedia.org/wiki/X%C3%A2r%C3%A2gur%C3%A8_language
aya,awar1249,moribund,https://en.wikipedia.org/wiki/Awar_language
ayb,ayiz1245,not endangered,https://en.wikipedia.org/wiki/Ayizo_language
ayc,sout2996,not endangered,https://en.wikipedia.org/wiki/Southern_Aymara_language
ayd,ayab1239,extinct,https://en.wikipedia.org/wiki/Ayabadhu_language
aye,ayer1245,threatened,https://en.wikipedia.org/wiki/Ayere_language
ayg,giny1241,not endangered,https://en.wikipedia.org/wiki/Ginyanga_language
ayh,hadr1236,not endangered,https://en.wikipedia.org/wiki/Hadhrami_Arabic
ayi,leyi1238,not endangered,https://en.wikipedia.org/wiki/Yigha_language
ayk,akuk1235,not endangered,https://en.wikipedia.org/wiki/Akuku_language
ayl,liby1240,not endangered,https://en.wikipedia.org/wiki/Libyan_Arabic
ayn,sana1295,not endangered,https://en.wikipedia.org/wiki/Yemeni_Arabic
ayo,ayor1240,shifting,https://en.wikipedia.org/wiki/Ayoreo_language
ayp,nort3142,not endangered,https://en.wikipedia.org/wiki/North_Mesopotamian_Arabic
ayq,ayip1235,shifting,https://en.wikipedia.org/wiki/Ayi_language
ayr,cent2142,threatened,
ays,sors1239,moribund,https://en.wikipedia.org/wiki/Sorsogon_Ayta_language
ayt,bata1297,shifting,https://en.wikipedia.org/wiki/Marivele%C3%B1o_language
ayu,ayuu1242,moribund,https://en.wikipedia.org/wiki/Ayu_language
ayz,maib1239,not endangered,https://en.wikipedia.org/wiki/Maybrat_language
aza,azha1235,not endangered,https://en.wikipedia.org/wiki/Azha_language
azb,sout2697,not endangered,https://en.wikipedia.org/wiki/South_Azerbaijani_language
azd,east2695,threatened,
azg,sanp1260,not endangered,
azj,nort2697,not endangered,
azm,ipal1235,threatened,
azn,west2778,moribund,
azo,awin1248,not endangered,https://en.wikipedia.org/wiki/Awing_language
azt,fair1238,shifting,
azz,high1278,not endangered,
baa,baba1268,not endangered,
bab,bain1259,threatened,
bac,badu1237,threatened,https://en.wikipedia.org/wiki/Baduy_language
bae,bare1276,extinct,https://en.wikipedia.org/wiki/Barawana_language
baf,nuba1241,shifting,https://en.wikipedia.org/wiki/Baca_language
bag,tuki1240,not endangered,https://en.wikipedia.org/wiki/Ki_language
bah,baha1260,not endangered,
baj,bara1367,threatened,https://en.wikipedia.org/wiki/Barakai_language
bak,bash1264,threatened,https://en.wikipedia.org/wiki/Bashkir_language
bam,bamb1269,not endangered,https://en.wikipedia.org/wiki/Bambara_language
ban,bali1278,not endangered,https://en.wikipedia.org/wiki/Balinese_language
bao,waim1255,shifting,https://en.wikipedia.org/wiki/Waimaj%C3%A3_language
bap,bant1281,shifting,https://en.wikipedia.org/wiki/Bantawa_language
bar,bava1246,threatened,https://en.wikipedia.org/wiki/Bavarian_language
bas,basa1284,not endangered,https://en.wikipedia.org/wiki/Basaa_language
bau,bada1258,not endangered,
bav,veng1238,not endangered,https://en.wikipedia.org/wiki/Vengo_language
baw,bamb1266,not endangered,https://en.wikipedia.org/wiki/Mbili-Mbui_language
bax,bamu1253,not endangered,https://en.wikipedia.org/wiki/Bamum_language
bay,batu1258,shifting,https://en.wikipedia.org/wiki/Batuley_language
bba,baat1238,not endangered,https://en.wikipedia.org/wiki/Bariba_language
bbb,nucl1630,not endangered,https://en.wikipedia.org/wiki/Barai_language
bbc,bata1289,threatened,https://en.wikipedia.org/wiki/Toba_Batak_language
bbd,bauu1244,threatened,https://en.wikipedia.org/wiki/Bau_language_(New_Guinea)
bbe,bang1345,not endangered,https://en.wikipedia.org/wiki/Bangba_language
bbf,baib1251,shifting,https://en.wikipedia.org/wiki/Baibai_language
bbg,bara1362,threatened,https://en.wikipedia.org/wiki/Barama_language
bbh,buga1247,threatened,https://en.wikipedia.org/wiki/Bugan_language
bbi,baro1252,shifting,https://en.wikipedia.org/wiki/Rombi_language
bbj,ghom1247,not endangered,https://en.wikipedia.org/wiki/Ghomala%27_language
bbk,baba1266,not endangered,https://en.wikipedia.org/wiki/Babanki_language
bbl,bats1242,moribund,https://en.wikipedia.org/wiki/Bats_language
bbm,baba1263,not endangered,https://en.wikipedia.org/wiki/Bango_language
bbn,unea1237,not endangered,https://en.wikipedia.org/wiki/Uneapa_language
bbo,nort2819,not endangered,
bbp,west2458,not endangered,https://en.wikipedia.org/wiki/West_Banda_language
bbq,bama1251,not endangered,https://en.wikipedia.org/wiki/Bamali_language
bbr,gira1247,not endangered,https://en.wikipedia.org/wiki/Girawa_language
bbs,bakp1238,shifting,https://en.wikipedia.org/wiki/Bakpinka_language
bbt,mbur1239,not endangered,https://en.wikipedia.org/wiki/Mburku_language
bbu,kulu1255,threatened,https://en.wikipedia.org/wiki/Kulung_language_(Jarawan)
bbv,karn1252,not endangered,https://en.wikipedia.org/wiki/Karnai_language
bbw,baba1264,not endangered,https://en.wikipedia.org/wiki/Baba_language
bbx,bubi1249,moribund,https://en.wikipedia.org/wiki/Wovea_language
bby,befa1241,threatened,https://en.wikipedia.org/wiki/Menchum_language
bca,cent2004,not endangered,
bcb,bain1260,shifting,
bcc,sout2642,not endangered,
bcd,nort2860,threatened,https://en.wikipedia.org/wiki/North_Babar_language
bce,bame1260,not endangered,https://en.wikipedia.org/wiki/Menyam_language
bcf,bamu1257,not endangered,https://en.wikipedia.org/wiki/Bamu_language
bcg,baga1275,shifting,https://en.wikipedia.org/wiki/Mboteni_language
bch,bari1286,not endangered,https://en.wikipedia.org/wiki/Bariai_language
bci,baou1238,not endangered,https://en.wikipedia.org/wiki/Baoul%C3%A9_language
bcj,bard1255,nearly extinct,https://en.wikipedia.org/wiki/Bardi_language
bck,buna1275,nearly extinct,https://en.wikipedia.org/wiki/Bunuba_language
bcl,cent2087,not endangered,https://en.wikipedia.org/wiki/Central_Bikol_language
bcm,bann1247,not endangered,https://en.wikipedia.org/wiki/Bannoni_language
bcn,bali1245,shifting,https://en.wikipedia.org/wiki/Bali_language_(Adamawa)
bco,kalu1248,not endangered,https://en.wikipedia.org/wiki/Kaluli_language
bcp,bali1274,not endangered,https://en.wikipedia.org/wiki/Bali_language_(DRC)
bcq,benc1235,threatened,https://en.wikipedia.org/wiki/Bench_language
bcr,babi1235,moribund,https://en.wikipedia.org/wiki/Babine-Witsuwit%CA%BCen_language
bcs,kohu1244,not endangered,https://en.wikipedia.org/wiki/Humono_language
bct,bend1260,not endangered,https://en.wikipedia.org/wiki/Bendi_language_(Central_Sudanic)
bcu,awad1244,not endangered,https://en.wikipedia.org/wiki/Awad_Bing_language
bcv,shoo1247,not endangered,https://en.wikipedia.org/wiki/Shoo-Minda-Nye_language
bcw,bana1305,threatened,https://en.wikipedia.org/wiki/Bana_language
bcy,baca1246,not endangered,https://en.wikipedia.org/wiki/Bacama_language
bcz,bain1261,shifting,
bda,bayo1255,threatened,https://en.wikipedia.org/wiki/Bayot_language
bdb,basa1286,threatened,https://en.wikipedia.org/wiki/Basap_language
bdc,embe1259,threatened,https://en.wikipedia.org/wiki/Baudo_language
bdd,buna1276,not endangered,https://en.wikipedia.org/wiki/Bunama_language
bde,bade1248,not endangered,https://en.wikipedia.org/wiki/Bade_language
bdf,biag1234,not endangered,
bdg,bong1289,threatened,https://en.wikipedia.org/wiki/Bonggi_language
bdh,baka1274,not endangered,https://en.wikipedia.org/wiki/Baka_language_(South_Sudan)
bdi,buru1301,not endangered,https://en.wikipedia.org/wiki/Burun_language
bdj,baii1251,shifting,https://en.wikipedia.org/wiki/Bai_language_(South_Sudan)
bdk,budu1248,shifting,https://en.wikipedia.org/wiki/Budukh_language
bdl,indo1317,threatened,
bdm,budu1265,threatened,https://en.wikipedia.org/wiki/Yedina_language
bdn,bald1241,extinct,https://en.wikipedia.org/wiki/Baldemu_language
bdo,moro1281,not endangered,https://en.wikipedia.org/wiki/Morom_language
bdp,bend1258,shifting,
bdq,bahn1262,not endangered,https://en.wikipedia.org/wiki/Bahnar_language
bdr,west2560,threatened,
bds,buru1320,shifting,https://en.wikipedia.org/wiki/Burunge_language
bdt,boko1261,not endangered,https://en.wikipedia.org/wiki/Bokoto_language
bdu,orok1266,not endangered,https://en.wikipedia.org/wiki/Oroko_language
bdv,bodo1266,not endangered,https://en.wikipedia.org/wiki/Bodo_Parja_language
bdw,baha1258,threatened,https://en.wikipedia.org/wiki/Baham_language
bdx,budo1241,moribund,https://en.wikipedia.org/wiki/Budong-Budong_language
bdy,midd1357,moribund,
bdz,bade1240,extinct,https://en.wikipedia.org/wiki/Badeshi_language
bea,beav1236,moribund,https://en.wikipedia.org/wiki/Dane-zaa_language
beb,bebe1248,threatened,https://en.wikipedia.org/wiki/Bebele_language
bec,icev1238,not endangered,https://en.wikipedia.org/wiki/Iceve-Maci_language
bed,bedo1237,shifting,https://en.wikipedia.org/wiki/Bedoanas_language
bee,byan1241,shifting,https://en.wikipedia.org/wiki/Byangsi_language
bef,bena1264,threatened,https://en.wikipedia.org/wiki/Benabena_language
beg,bela1260,moribund,https://en.wikipedia.org/wiki/Belait_language
beh,bial1238,not endangered,https://en.wikipedia.org/wiki/Berba_language
bei,beka1241,threatened,https://en.wikipedia.org/wiki/Bakati%CA%BC_language
bej,beja1238,not endangered,https://en.wikipedia.org/wiki/Beja_language
bek,bebe1252,moribund,https://en.wikipedia.org/wiki/Bebeli_language
bel,bela1254,threatened,https://en.wikipedia.org/wiki/Belarusian_language
bem,bemb1257,not endangered,https://en.wikipedia.org/wiki/Bemba_language
ben,beng1280,not endangered,https://en.wikipedia.org/wiki/Bengali_language
beo,beam1240,not endangered,https://en.wikipedia.org/wiki/Beami_language
bep,beso1237,shifting,
beq,beem1239,not endangered,https://en.wikipedia.org/wiki/Bembe_language_(Kibembe)
bes,besm1235,shifting,https://en.wikipedia.org/wiki/Besme_language
bet,guib1246,not endangered,
beu,blag1240,shifting,https://en.wikipedia.org/wiki/Blagar_language
bev,dalo1238,not endangered,
bew,beta1252,threatened,https://en.wikipedia.org/wiki/Betawi_language
bex,jurm1239,not endangered,https://en.wikipedia.org/wiki/Jur_Modo_language
bey,beli1258,threatened,https://en.wikipedia.org/wiki/Beli_language
bez,bena1262,not endangered,https://en.wikipedia.org/wiki/Bena_language
bfa,bari1284,not endangered,https://en.wikipedia.org/wiki/Bari_language
bfb,paur1238,not endangered,https://en.wikipedia.org/wiki/Pauri_Bareli_language
bfc,nort2724,shifting,
bfd,bafu1246,not endangered,https://en.wikipedia.org/wiki/Fut_language
bfe,beta1253,shifting,https://en.wikipedia.org/wiki/Betaf_language
bff,bofi1238,not endangered,https://en.wikipedia.org/wiki/Bofi_language
bfg,busa1255,threatened,
bfh,blaf1238,not endangered,https://en.wikipedia.org/wiki/Blafe_language
bfi,brit1235,threatened,https://en.wikipedia.org/wiki/British_Sign_Language
bfj,bafa1249,not endangered,https://en.wikipedia.org/wiki/Fanji_language
bfk,bank1251,shifting,https://en.wikipedia.org/wiki/Ban_Khor_Sign_Language
bfl,band1345,not endangered,
bfm,mmen1238,shifting,https://en.wikipedia.org/wiki/Mmen_language
bfn,buna1278,threatened,https://en.wikipedia.org/wiki/Bunak_language
bfo,malb1235,not endangered,
bfp,beba1238,threatened,https://en.wikipedia.org/wiki/Beba_language
bfq,bada1257,shifting,https://en.wikipedia.org/wiki/Badaga_language
bfr,bazi1237,shifting,https://en.wikipedia.org/wiki/Bazigar_language
bfs,sout2730,not endangered,
bft,balt1258,not endangered,https://en.wikipedia.org/wiki/Balti_language
bfu,gahr1239,shifting,https://en.wikipedia.org/wiki/Bunan_language
bfw,bond1245,shifting,https://en.wikipedia.org/wiki/Bonda_language
bfx,bant1293,threatened,https://en.wikipedia.org/wiki/Bantayanon_language
bfy,bagh1251,not endangered,https://en.wikipedia.org/wiki/Bagheli_language
bfz,maha1287,not endangered,https://en.wikipedia.org/wiki/Mahasu_Pahari
bga,gwam1244,threatened,https://en.wikipedia.org/wiki/Gwamhi-Wuri_language
bgb,bobo1255,shifting,https://en.wikipedia.org/wiki/Bobongko_language
bgc,hary1238,not endangered,https://en.wikipedia.org/wiki/Haryanvi_language
bgd,rath1242,not endangered,https://en.wikipedia.org/wiki/Rathwi_Bareli_language
bge,baur1251,not endangered,https://en.wikipedia.org/wiki/Bauria_language
bgf,bang1347,shifting,https://en.wikipedia.org/wiki/Bangandu_language
bgg,bugu1246,shifting,https://en.wikipedia.org/wiki/Bugun_language
bgi,gian1241,shifting,https://en.wikipedia.org/wiki/Klata_language
bgj,bang1356,not endangered,https://en.wikipedia.org/wiki/Bangolan_language
bgk,bitt1240,moribund,https://en.wikipedia.org/wiki/Bit_language
bgl,bola1249,threatened,
bgn,west2368,not endangered,https://en.wikipedia.org/wiki/Western_Baluchi_language
bgo,baga1273,shifting,
bgp,east2304,not endangered,
bgq,bagr1243,not endangered,https://en.wikipedia.org/wiki/Bagri_language
bgr,bawm1236,threatened,https://en.wikipedia.org/wiki/Bawm_language
bgs,taga1272,not endangered,https://en.wikipedia.org/wiki/Tagabawa_language
bgt,bugh1239,not endangered,https://en.wikipedia.org/wiki/Bughotu_language
bgu,mbon1253,shifting,https://en.wikipedia.org/wiki/Kamkam_language
bgv,wark1247,shifting,https://en.wikipedia.org/wiki/Bipim_language
bgw,bhat1265,not endangered,https://en.wikipedia.org/wiki/Bhatri_language
bgx,balk1254,shifting,https://en.wikipedia.org/wiki/Balkan_Gagauz_Turkish
