,iso6393,glottocode,aes_status
6886,wro,worr1237,extinct
6887,wrp,waro1242,shifting
6888,wrr,ward1246,moribund
6889,wrs,wari1266,shifting
6890,wru,waru1266,shifting
6891,wrv,waru1267,not endangered
6892,wrw,gugu1256,extinct
6893,wrx,waer1237,shifting
6894,wry,merw1238,not endangered
6895,wrz,wara1290,extinct
6896,wsa,ware1253,shifting
6897,wsg,utno1237,not endangered
6898,wsi,wusi1237,shifting
6899,wsk,wask1241,threatened
6900,wsr,owen1244,threatened
6901,wss,wasa1244,not endangered
6902,wsu,wasu1238,extinct
6903,wsv,wota1240,extinct
6904,wtf,dump1243,threatened
6905,wth,wath1238,extinct
6906,wti,bert1248,shifting
6907,wtk,wata1251,shifting
6908,wtm,mewa1250,not endangered
6909,wtw,wotu1240,shifting
6910,wua,wikn1246,moribund
6911,wub,wuna1249,moribund
6912,wud,wudu1238,threatened
6913,wuh,wutu1241,shifting
6914,wul,sili1249,not endangered
6915,wum,wumb1242,not endangered
6916,wun,bung1265,not endangered
6917,wur,wurr1238,extinct
6918,wut,wutu1244,shifting
6919,wuu,wuch1236,not endangered
6920,wuv,wuvu1239,not endangered
6921,wux,wuln1239,extinct
6922,wuy,wauy1237,shifting
6923,wwa,waam1244,not endangered
6924,wwb,waka1282,extinct
6925,wwo,weta1242,shifting
6926,wwr,warr1258,extinct
6927,www,wawa1246,shifting
6928,wxa,waxi1236,threatened
6929,wxw,ward1248,extinct
6930,wya,wyan1247,extinct
6931,wyb,wang1291,extinct
6932,wyi,woiw1237,extinct
6933,wym,wymy1235,moribund
6934,wyr,wayo1238,nearly extinct
6935,wyy,west2519,not endangered
6936,xaa,anda1287,extinct
6937,xab,samb1307,extinct
6938,xac,kach1279,shifting
6939,xad,adai1235,extinct
6940,xag,aghw1237,extinct
6941,xai,kaim1235,extinct
6942,xak,maku1246,extinct
6943,xal,kalm1243,threatened
6944,xam,xamm1241,extinct
6945,xan,xamt1239,not endangered
6946,xao,khao1244,not endangered
6947,xap,apal1237,extinct
6948,xar,kara1497,extinct
6949,xas,kama1351,extinct
6950,xat,kata1270,extinct
6951,xau,kauw1242,not endangered
6952,xav,xava1240,threatened
6953,xaw,kawa1283,nearly extinct
6954,xay,kaya1324,threatened
6955,xbc,bact1239,extinct
6956,xbe,biga1237,extinct
6957,xbg,bung1264,extinct
6958,xbi,komb1272,shifting
6959,xbn,kena1236,extinct
6960,xbo,bolg1250,extinct
6961,xbp,bibb1234,extinct
6962,xbr,kamb1299,not endangered
6963,xbw,kamb1239,extinct
6964,xby,baty1234,extinct
6965,xce,celt1247,extinct
6966,xcg,cisa1237,extinct
6967,xch,chim1310,extinct
6968,xcl,clas1249,extinct
6969,xcm,come1251,extinct
6970,xcn,coto1248,extinct
6971,xco,khwa1238,extinct
6972,xcr,cari1274,extinct
6973,xct,clas1254,extinct
6974,xcv,chuv1256,extinct
6975,xcw,coah1252,extinct
6976,xcy,cayu1241,extinct
6977,xda,hawk1239,extinct
6978,xdc,daci1234,extinct
6979,xdk,sydn1236,extinct
6980,xdo,kwan1289,not endangered
6981,xdy,mala1480,not endangered
6982,xeb,ebla1238,extinct
6983,xed,hdii1240,not endangered
6984,xeg,xegw1238,extinct
6985,xel,kelo1246,shifting
6986,xem,kemb1249,threatened
6987,xer,xere1240,shifting
6988,xes,kesa1244,threatened
6989,xet,xeta1241,extinct
6990,xeu,keor1235,not endangered
6991,xfa,fali1291,extinct
6992,xga,gala1252,extinct
6993,xgb,gbin1239,extinct
6994,xgd,guda1244,extinct
6995,xgf,tong1329,extinct
6996,xgg,gore1235,extinct
6997,xgm,dhar1248,extinct
6998,xgu,ungg1243,extinct
6999,xgw,guwa1242,extinct
7000,xhd,hadr1235,extinct
7001,xhe,khet1238,not endangered
7002,xho,xhos1239,not endangered
7003,xht,hatt1246,extinct
7004,xhu,hurr1240,extinct
7005,xhv,khua1243,not endangered
7006,xib,iber1250,extinct
7007,xii,xiri1242,nearly extinct
7008,xil,illy1234,extinct
7009,xir,xiri1243,extinct
7010,xiv,hara1272,extinct
7011,xiy,xipa1240,extinct
7012,xjb,twee1234,extinct
7013,xka,kalk1245,shifting
7014,xkb,mani1294,not endangered
7015,xkc,khoi1250,moribund
7016,xkd,mend1267,threatened
7017,xke,kere1285,threatened
7018,xkf,khen1241,threatened
7019,xkg,kago1248,threatened
7020,xki,keny1241,not endangered
7021,xkj,kaja1247,shifting
7022,xkk,kaco1239,threatened
7023,xkl,main1275,threatened
7024,xkn,kaya1325,threatened
7025,xko,kior1239,threatened
7026,xkp,kaba1276,shifting
7027,xkq,koro1311,shifting
7028,xkr,xakr1238,extinct
7029,xks,kumb1274,shifting
7030,xkt,kant1249,shifting
7031,xku,kaam1238,threatened
7032,xkv,kgal1244,threatened
7033,xkw,kemb1250,moribund
7034,xkx,karo1298,shifting
7035,xky,umal1239,threatened
7036,xkz,kurt1248,threatened
7037,xla,kamu1260,shifting
7038,xlb,loup1245,extinct
7039,xlc,lyci1241,extinct
7040,xld,lydi1241,extinct
7041,xlo,loup1243,extinct
7042,xlp,lepo1240,extinct
7043,xls,lusi1235,extinct
7044,xlu,cune1239,extinct
7045,xly,elym1237,extinct
7046,xma,mush1238,threatened
7047,xmb,mbon1252,shifting
7048,xmc,makh1262,not endangered
7049,xmd,mbed1242,not endangered
7050,xmf,ming1252,not endangered
7051,xmg,meng1264,not endangered
7052,xmh,kuku1283,extinct
7053,xmj,maje1243,shifting
7054,xml,mala1412,not endangered
7055,xmm,mala1481,not endangered
7056,xmo,more1262,threatened
7057,xmp,kuku1282,extinct
7058,xmq,kuku1279,extinct
7059,xmr,mero1237,extinct
7060,xms,moro1242,not endangered
7061,xmt,matb1237,threatened
7062,xmu,kamu1258,extinct
7063,xmv,anta1255,not endangered
7064,xmw,tsim1257,not endangered
7065,xmx,made1253,shifting
7066,xmy,maya1280,extinct
7067,xmz,mori1268,shifting
7068,xna,anci1245,extinct
7069,xnb,kana1286,nearly extinct
7070,xng,midd1351,extinct
7071,xnh,kuan1250,shifting
7072,xni,ngar1297,extinct
7073,xnm,ngum1253,extinct
7074,xnn,nort2877,not endangered
7075,xnr,kang1280,not endangered
7076,xns,kana1283,shifting
7077,xny,nija1241,moribund
7078,xnz,kenu1243,shifting
7079,xoc,ochi1235,extinct
7080,xod,koko1265,threatened
7081,xog,soga1242,not endangered
7082,xoi,komi1271,shifting
7083,xok,xokl1240,shifting
7084,xom,komo1258,shifting
7085,xon,konk1269,not endangered
7086,xoo,xuku1239,extinct
7087,xop,kopa1248,shifting
7088,xor,koru1247,moribund
7089,xow,kowa1245,moribund
7090,xpa,pirr1240,extinct
7091,xpb,benl1235,extinct
7092,xpc,pech1242,extinct
7093,xpd,oyst1235,extinct
7094,xpe,libe1247,not endangered
7095,xpf,sout1439,extinct
7096,xpg,phry1239,extinct
7097,xph,neta1235,extinct
7098,xpi,pict1238,extinct
7099,xpk,kuli1255,moribund
7100,xpl,port1278,extinct
7101,xpm,pump1237,extinct
7102,xpn,kapi1248,extinct
7103,xpo,poch1244,extinct
7104,xpq,pequ1242,extinct
7105,xpr,part1239,extinct
7106,xps,pisi1234,extinct
7107,xpt,punt1240,extinct
7108,xpu,puni1241,extinct
7109,xpw,nort3415,extinct
7110,xpx,sout3391,extinct
7111,xpz,brun1235,extinct
7112,xqt,qata1238,extinct
7113,xra,krah1246,shifting
7114,xrb,east2398,not endangered
7115,xrd,gund1248,extinct
7116,xre,krey1238,extinct
7117,xri,krik1239,shifting
7118,xrn,arin1243,extinct
7119,xrt,aran1265,extinct
7120,xru,marr1256,nearly extinct
7121,xrw,kara1495,moribund
7122,xsa,saba1279,extinct
7123,xsb,tina1248,shifting
7124,xsd,side1240,extinct
7125,xse,semp1241,threatened
7126,xsh,sham1277,not endangered
7127,xsi,sioo1240,not endangered
7128,xsj,subi1247,threatened
7129,xsl,sout2959,shifting
7130,xsm,kase1253,not endangered
7131,xsn,sang1329,not endangered
7132,xsp,silo1240,shifting
7133,xsq,makh1266,not endangered
7134,xsr,sher1255,shifting
7135,xss,assa1266,extinct
7136,xsu,sanu1240,shifting
7137,xsy,sais1237,moribund
7138,xta,alco1235,threatened
7139,xtb,chaz1235,shifting
7140,xtc,katc1249,threatened
7141,xtd,diux1235,threatened
7142,xte,kete1254,not endangered
7143,xtg,tran1282,extinct
7144,xth,yith1234,extinct
7145,xti,sini1243,threatened
7146,xtj,sanj1282,threatened
7147,xtl,tija1235,threatened
7148,xtm,magd1235,threatened
7149,xtn,nort2985,threatened
7150,xto,tokh1242,extinct
7151,xtp,sanm1294,threatened
7152,xtq,tums1237,extinct
7153,xts,sind1277,threatened
7154,xtt,taca1257,threatened
7155,xtu,cuya1240,shifting
7156,xtv,sout2771,extinct
7157,xtw,tawa1278,threatened
7158,xty,yolo1241,threatened
7159,xua,aluk1238,shifting
7160,xub,bett1235,shifting
7161,xud,umii1236,extinct
7162,xug,kuni1268,moribund
7163,xuj,jenn1240,not endangered
7164,xul,ngun1277,extinct
7165,xum,umbr1253,extinct
7166,xun,ungg1244,extinct
7167,xuo,kuoo1238,not endangered
7168,xup,uppe1436,extinct
7169,xur,urar1245,extinct
7170,xut,kuth1240,extinct
7171,xuu,kxoe1243,shifting
7172,xve,vene1257,extinct
7173,xvi,kamv1242,shifting
7174,xwa,kwaz1243,moribund
7175,xwc,wocc1242,extinct
7176,xwe,xwel1235,not endangered
7177,xwg,kweg1241,shifting
7178,xwj,waju1234,extinct
7179,xwk,wong1246,extinct
7180,xwl,west2456,not endangered
7181,xwr,kwer1263,not endangered
7182,xwt,wotj1234,extinct
7183,xww,wemb1241,extinct
7184,xxb,boro1283,extinct
7185,xxk,keoo1238,not endangered
7186,xxm,mink1237,extinct
7187,xxr,coro1248,extinct
7188,xxt,tamb1257,extinct
7189,xya,yayg1236,extinct
7190,xyb,yand1261,extinct
7191,xyj,mayi1235,extinct
7192,xyk,mayi1236,extinct
7193,xyl,yala1242,extinct
7194,xyt,mayi1234,extinct
7195,xyy,yort1237,extinct
7196,xzh,zhan1239,extinct
7197,yaa,yami1256,not endangered
7198,yab,yuhu1238,threatened
7199,yac,pass1247,threatened
7200,yad,yagu1244,shifting
7201,yae,pume1238,shifting
7202,yaf,yaka1269,not endangered
7203,yag,yama1264,extinct
7204,yah,yazg1240,threatened
7205,yai,yagn1238,threatened
7206,yaj,band1348,not endangered
7207,yak,yaki1237,nearly extinct
7208,yal,yalu1240,not endangered
7209,yam,yamb1251,not endangered
7210,yan,maya1285,shifting
7211,yao,yaoo1241,not endangered
7212,yap,yape1248,not endangered
7213,yaq,yaqu1251,threatened
7214,yar,yaba1248,nearly extinct
7215,yas,nugu1242,not endangered
7216,yat,yamb1252,threatened
7217,yau,yuwa1244,shifting
7218,yav,yang1293,threatened
7219,yaw,yawa1261,nearly extinct
7220,yax,yaum1238,threatened
7221,yay,agwa1247,not endangered
7222,yaz,loka1252,not endangered
7223,yba,yala1263,not endangered
7224,ybb,yemb1246,not endangered
7225,ybe,west2402,shifting
7226,ybh,yakk1236,shifting
7227,ybi,yamp1242,shifting
7228,ybj,hash1238,shifting
7229,ybk,bokh1237,threatened
7230,ybl,yuku1243,threatened
7231,ybm,yabe1255,threatened
7232,ybn,yaba1249,extinct
7233,ybo,yabo1240,not endangered
7234,ybx,yawi1238,moribund
7235,yby,yawe1241,not endangered
7236,ych,ches1238,shifting
7237,ycl,lolo1259,not endangered
7238,ycn,yucu1253,shifting
7239,ycp,chep1243,shifting
7240,yda,yand1251,extinct
7241,ydd,east2295,not endangered
7242,yde,yang1297,threatened
7243,ydg,yidg1240,shifting
7244,ydk,yoid1240,not endangered
7245,yea,ravu1237,not endangered
7246,yec,yeni1236,shifting
7247,yee,yima1243,shifting
7248,yei,yeni1253,extinct
7249,yej,yeva1238,extinct
7250,yel,yela1238,not endangered
7251,yer,taro1263,not endangered
7252,yes,yesk1239,not endangered
7253,yet,yetf1238,shifting
7254,yeu,yeru1240,shifting
7255,yev,yapu1240,moribund
7256,yey,yeyi1239,moribund
7257,yga,maly1234,extinct
7258,ygl,yang1295,threatened
7259,ygm,yago1240,moribund
7260,ygp,gepo1234,not endangered
7261,ygr,yaga1260,not endangered
7262,ygs,yoln1234,shifting
7263,ygw,yagw1240,not endangered
7264,yha,baha1256,moribund
7265,yhd,jude1266,not endangered
7266,yhl,hlep1236,threatened
7267,yia,ying1247,extinct
7268,yif,ache1244,threatened
7269,yig,wusa1235,not endangered
7270,yih,west2361,shifting
7271,yii,yidi1250,moribund
7272,yij,yind1247,moribund
7273,yik,dong1286,threatened
7274,yil,yind1248,extinct
7275,yim,yimc1240,threatened
7276,yin,yinc1238,moribund
7277,yip,phol1235,threatened
7278,yiq,miqi1235,shifting
7279,yir,nort2918,threatened
7280,yis,yiss1240,shifting
7281,yit,east2696,threatened
7282,yiu,awuu1235,threatened
7283,yiv,nort2718,threatened
7284,yix,axiy1235,threatened
7285,yiz,azhe1235,not endangered
7286,yka,yaka1277,not endangered
7287,ykg,nort2745,nearly extinct
7288,yki,yoke1238,shifting
7289,ykk,yaka1275,shifting
7290,ykl,khlu1236,threatened
7291,ykm,kapp1237,shifting
7292,ykn,kuan1249,not endangered
7293,yko,yasa1242,shifting
7294,ykr,yeko1240,not endangered
7295,ykt,kath1251,shifting
7296,yku,kuam1234,not endangered
7297,yky,yako1252,not endangered
7298,yla,yaul1241,moribund
7299,yle,yele1255,shifting
7300,ylg,yelo1243,shifting
7301,yli,angg1239,threatened
7302,yll,yill1241,shifting
7303,ylm,limi1243,not endangered
7304,yln,lang1316,moribund
7305,ylo,nalu1239,threatened
7306,ylr,yala1262,extinct
7307,ylu,arib1240,threatened
7308,yly,nyal1254,threatened
7309,ymb,yamb1254,shifting
7310,ymc,sout2722,threatened
7311,ymd,muda1235,shifting
7312,yme,yame1242,extinct
7313,ymg,yamo1246,not endangered
7314,ymh,mili1235,threatened
7315,ymi,moji1238,threatened
7316,ymk,makw1236,threatened
7317,yml,iama1237,not endangered
7318,ymm,maay1238,not endangered
7319,ymn,yamn1237,shifting
7320,ymo,yang1296,shifting
7321,ymp,yama1260,not endangered
7322,ymq,qila1235,threatened
7323,ymr,mala1458,not endangered
7324,ymx,nort2716,shifting
7325,ymz,muzi1235,shifting
7326,yna,aluo1235,shifting
7327,ynd,yand1253,extinct
7328,yng,yang1289,shifting
7329,ynk,nauk1242,shifting
7330,ynl,yang1298,not endangered
7331,ynn,yana1271,extinct
7332,yno,yong1277,threatened
7333,ynq,yend1241,not endangered
7334,yns,yans1239,not endangered
7335,ynu,yahu1241,extinct
7336,yob,yoba1237,extinct
7337,yog,yoga1237,threatened
7338,yoi,yona1241,moribund
7339,yok,yoku1256,nearly extinct
7340,yol,east2834,extinct
7341,yom,yomb1244,not endangered
7342,yon,yong1280,shifting
7343,yor,yoru1245,not endangered
7344,yot,yott1234,not endangered
7345,yox,yoro1243,moribund
7346,yoy,yoyy1238,shifting
7347,ypa,phal1256,threatened
7348,ypb,labo1243,threatened
7349,ypg,phol1237,threatened
7350,yph,phup1237,threatened
7351,ypm,phum1235,threatened
7352,ypn,anip1235,threatened
7353,ypo,alop1235,threatened
7354,ypp,phup1239,threatened
7355,ypz,phuz1235,threatened
7356,yra,yera1243,shifting
7357,yrb,yare1248,not endangered
7358,yre,yaou1238,not endangered
7359,yrk,nene1249,shifting
7360,yrl,nhen1239,shifting
7361,yrn,yero1238,shifting
7362,yro,yaro1235,not endangered
7363,yrs,yars1234,shifting
7364,yrw,yara1250,shifting
7365,yry,yarl1238,extinct
7366,ysd,sama1295,nearly extinct
7367,ysg,sona1244,not endangered
7368,ysl,yugo1238,not endangered
7369,ysn,sani1269,not endangered
7370,yso,nisi1238,not endangered
7371,ysp,sout3129,threatened
7372,ysr,sire1246,extinct
7373,yss,yess1239,shifting
7374,ysy,sani1265,moribund
7375,yta,talu1238,threatened
7376,ytl,tang1372,shifting
7377,ytp,thop1236,threatened
7378,ytw,yout1234,not endangered
7379,yua,yuca1254,not endangered
7380,yub,yuga1244,extinct
7381,yuc,yuch1247,nearly extinct
7382,yud,jude1264,threatened
7383,yue,yuec1235,not endangered
7384,yuf,hava1248,shifting
7385,yug,yugh1239,extinct
7386,yui,yuru1263,shifting
7387,yuj,kark1258,shifting
7388,yuk,yuki1243,extinct
7389,yuk,yuki1243,extinct
7390,yul,yulu1243,shifting
7391,yum,quec1382,shifting
7392,yun,bena1260,not endangered
7393,yup,yukp1241,threatened
7394,yuq,yuqu1240,shifting
7395,yur,yuro1248,extinct
7396,yut,yopn1238,not endangered
7397,yuw,yaum1237,not endangered
7398,yux,sout2750,nearly extinct
7399,yuy,east2337,threatened
7400,yuz,yura1255,shifting
7401,yva,nucl1454,not endangered
7402,yvt,yavi1244,extinct
7403,ywa,kalo1262,shifting
7404,ywg,yinh1234,nearly extinct
7405,ywl,west1506,threatened
7406,ywn,yawa1260,threatened
7407,ywq,wudi1238,shifting
7408,ywr,yawu1244,extinct
7409,ywt,xish1235,threatened
7410,ywu,wume1235,threatened
7411,yww,yawa1258,extinct
7412,yxg,yaga1262,extinct
7413,yxl,yard1234,extinct
7414,yxm,yinw1236,extinct
7415,yxy,yabu1234,extinct
7416,yyr,jirj1239,extinct
7417,yyu,yaus1235,shifting
7418,yyz,ayiz1244,nearly extinct
7419,yzg,emab1235,shifting
7420,yzk,zokh1238,threatened
7421,zaa,sier1250,threatened
7422,zab,sanj1284,shifting
7423,zac,ocot1244,threatened
7424,zad,cajo1238,not endangered
7425,zae,yare1249,threatened
7426,zaf,ayoq1235,shifting
7427,zag,zagh1240,not endangered
7428,zah,zang1255,shifting
7429,zai,isth1244,threatened
7430,zaj,zara1247,nearly extinct
7431,zak,zana1238,not endangered
7432,zal,zauz1238,shifting
7433,zam,miah1235,threatened
7434,zao,ozol1235,threatened
7435,zaq,aloa1235,not endangered
7436,zar,rinc1236,shifting
7437,zas,sant1450,shifting
7438,zat,taba1268,threatened
7439,zau,zang1248,shifting
7440,zav,yatz1235,threatened
7441,zaw,mitl1236,not endangered
7442,zax,xada1235,shifting
7443,zay,zays1235,threatened
7444,zaz,zari1242,extinct
7445,zbc,cent2098,moribund
7446,zbe,east2486,threatened
7447,zbt,batu1260,shifting
7448,zbw,west2564,threatened
7449,zca,coat1244,not endangered
7450,zch,cent2009,not endangered
7451,zdj,ngaz1238,not endangered
7452,zea,zeeu1238,threatened
7453,zeg,zena1237,not endangered
7454,zeh,east2363,not endangered
7455,zen,zena1248,moribund
7456,zga,nucl1379,not endangered
7457,zgb,guib1245,not endangered
7458,zgm,minz1236,not endangered
7459,zgn,guib1244,not endangered
7460,zgr,mago1248,shifting
7461,zhb,zhab1238,shifting
7462,zhd,daiz1235,threatened
7463,zhi,zhir1238,not endangered
7464,zhn,nong1247,not endangered
7465,zhw,zhoa1238,threatened
7466,zia,ziaa1250,not endangered
7467,zib,zimb1247,not endangered
7468,zik,zima1244,not endangered
7469,zil,zial1235,threatened
7470,zim,mesm1239,not endangered
7471,zin,zinz1238,threatened
7472,ziw,zigu1244,threatened
7473,ziz,zizi1238,shifting
7474,zka,kaim1241,not endangered
7475,zkd,kadu1254,threatened
7476,zkk,kara1289,extinct
7477,zkn,gana1267,not endangered
7478,zko,kott1239,extinct
7479,zkp,saop1235,extinct
7480,zkr,zakh1243,shifting
7481,zkt,kita1247,extinct
7482,zku,kaur1267,extinct
7483,zlj,liuj1238,not endangered
7484,zlm,mala1479,not endangered
7485,zln,lian1252,moribund
7486,zlq,liuq1235,threatened
7487,zma,mand1416,extinct
7488,zmb,zimb1251,not endangered
7489,zmc,marg1253,extinct
7490,zmd,mari1422,extinct
7491,zme,mang1382,extinct
7492,zmf,mfin1238,shifting
7493,zmg,mart1254,extinct
7494,zmh,mako1250,extinct
7495,zmi,nege1240,threatened
7496,zmj,mari1421,nearly extinct
7497,zmk,mand1417,extinct
7498,zml,madn1237,extinct
7499,zmm,mari1417,extinct
7500,zmn,mban1268,threatened
7501,zmo,molo1257,shifting
7502,zmp,mpuo1241,threatened
7503,zmq,mitu1240,not endangered
7504,zmr,mara1386,nearly extinct
7505,zms,mbes1238,not endangered
7506,zmt,mari1419,nearly extinct
7507,zmu,muru1266,extinct
7508,zmv,mbar1253,extinct
7509,zmw,mbod1238,not endangered
7510,zmx,bomi1238,threatened
7511,zmy,mari1423,nearly extinct
7512,zmz,mban1263,not endangered
7513,zna,zang1249,shifting
7514,zne,zand1248,not endangered
7515,zng,mang1378,moribund
7516,znk,mana1248,extinct
7517,zns,mang1416,shifting
7518,zoc,copa1236,shifting
7519,zoh,chim1300,shifting
7520,zom,zouu1235,threatened
7521,zoo,asun1236,moribund
7522,zoq,taba1264,nearly extinct
7523,zor,rayo1235,shifting
7524,zos,fran1266,not endangered
7525,zpa,lach1250,threatened
7526,zpb,yaut1235,shifting
7527,zpc,choa1237,shifting
7528,zpd,sout3005,threatened
7529,zpe,peta1247,shifting
7530,zpf,sanp1261,not endangered
7531,zpg,guev1238,not endangered
7532,zph,toto1308,moribund
7533,zpi,sant1451,threatened
7534,zpj,quia1235,not endangered
7535,zpk,tlac1240,shifting
7536,zpl,lach1249,not endangered
7537,zpm,mixt1426,shifting
7538,zpn,sant1447,threatened
7539,zpo,amat1238,N/A
7540,zpp,elal1235,threatened
7541,zpq,zoog1238,threatened
7542,zpr,sant1452,threatened
7543,zps,coat1243,moribund
7544,zpt,sanv1242,threatened
7545,zpu,yala1267,not endangered
7546,zpv,chic1274,N/A
7547,zpw,zani1235,N/A
7548,zpx,sanb1241,threatened
7549,zpy,maza1294,shifting
7550,zpz,texm1235,N/A
7551,zqe,qiub1238,not endangered
7552,zrg,mirg1238,not endangered
7553,zrn,zire1244,shifting
7554,zro,zapa1253,nearly extinct
7555,zrp,zarp1238,extinct
7556,zrs,nucl1594,threatened
7557,zsa,sara1323,threatened
7558,zsl,zamb1239,not endangered
7559,zsm,stan1306,not endangered
7560,zsr,sout3004,shifting
7561,zsu,suku1264,not endangered
7562,zte,elot1235,shifting
7563,ztg,xana1235,threatened
7564,ztl,lapa1249,threatened
7565,ztm,sana1286,moribund
7566,ztn,sant1448,threatened
7567,ztp,loxi1235,threatened
7568,ztq,quio1241,not endangered
7569,zts,tilq1235,not endangered
7570,ztt,teja1235,shifting
7571,ztu,guil1236,not endangered
7572,ztx,zaac1239,shifting
7573,zty,yate1242,not endangered
7574,zuh,toka1244,not endangered
7575,zul,zulu1248,not endangered
