,lang,family,dialects,iso3code,glottocode,speakers,regions,off_lang,rec_min_lang,url
1559,Löyöp,"Austronesian, Malayo-Polynesian, Oceanic, Southern Oceanic, North-Central Vanuatu, North Vanuatu, Torres-Banks, Löyöp","Austronesian, Malayo-Polynesian, Oceanic, Southern Oceanic, North-Central Vanuatu, North Vanuatu, Torres-Banks, Löyöp",urr,leha1244,240 ,"Ureparapara, formerly Rowa Islands",Unknown,Unknown,https://en.wikipedia.org/wiki/L%C3%B6y%C3%B6p_language
1560,Maasai,"Nilo-Saharan,Eastern Sudanic, Nilotic, Eastern Nilotic, Ateker, -, Lotuko, -, Maa, Lotuko, –, Maa, Maa, Maasai","Nilo-Saharan,Eastern Sudanic, Nilotic, Eastern Nilotic, Ateker, -, Lotuko, -, Maa, Lotuko, –, Maa, Maa, Maasai",mas,masa1300,1.5 million ,Central and Southern Kenya and Northern Tanzania,Unknown,Unknown,https://en.wikipedia.org/wiki/Maasai_language
1561,Maasai_people,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Maasai_people
1562,Mabire,"Afro-Asiatic, Chadic, East Chadic, East Chadic B, Dangla,  (B..), Mabire","Afro-Asiatic, Chadic, East Chadic, East Chadic B, Dangla,  (B..), Mabire",muj,mabi1242,3 ,Guéra Province,Unknown,Unknown,https://en.wikipedia.org/wiki/Mabiri_language
1563,Macau,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Macau
1564,Macedonian,"Indo-European, Balto-Slavic, Slavic, South Slavic, Eastern South Slavic, Macedonian","Indo-European, Balto-Slavic, Slavic, South Slavic, Eastern South Slavic, Macedonian",mkd,mace1250,1.6 million ,Balkans, North Macedonia,"
 Albania
 Bosnia and Herzegovina
 Romania
 Serbia
",https://en.wikipedia.org/wiki/Macedonian_language
1565,Macuna,"Tucanoan, Eastern Tucanoan, South, Barasana–Macuna, Macuna","Tucanoan, Eastern Tucanoan, South, Barasana–Macuna, Macuna",myy,macu1260,"1,032 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Macuna_language
1566,Macushi,"Cariban, Venezuelan Carib, Pemóng–Panare, Pemóng, Macushi","Cariban, Venezuelan Carib, Pemóng–Panare, Pemóng, Macushi",mbc,macu1259,"18,000 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Macushi_language
1567,Madagascar,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Madagascar
1568,Madhya_Pradesh,Uknown,Uknown,Not provided,,Uknown,Central India,Unknown,Unknown,https://en.wikipedia.org/wiki/Madhya_Pradesh
1569,Madurese,"Austronesian, Malayo-Polynesian, Malayo-Sumbawan,  Madurese","Austronesian, Malayo-Polynesian, Malayo-Sumbawan,  Madurese",madtitle – Standard Madurese,madu1247,10-13.6 million ,"Island of Madura, Sapudi Islands, Java, Singapore and Malaysia (as Boyanese)",Unknown,"Indonesia
East Java
",https://en.wikipedia.org/wiki/Madurese_language
1570,Madí,"Arawan, Madí","Arawan, Madí",jaa,jama1261,"1,080 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Banaw%C3%A1_language
1571,Madí,"Arawan, Madí","Arawan, Madí",jaa,jama1261,"1,080 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Jarawara_language
1572,Magahi,"Indo-European, Indo-Iranian, Indo-Aryan, Eastern Zone (Magadhan), Bihari, Magahi","Indo-European, Indo-Iranian, Indo-Aryan, Eastern Zone (Magadhan), Bihari, Magahi",mag,maga1260,12.6 million ,"Magadh (southern Bihar, northern Jharkhand, and northwestern West Bengal),[1][2][3]Terai region of Eastern Nepal",Unknown," India
Jharkhanda
",https://en.wikipedia.org/wiki/Magahi
1573,Magar,"Sino-Tibetan, Tibeto-Burman, Himalayish, Mahakiranti, Magaric, Magar","Sino-Tibetan, Tibeto-Burman, Himalayish, Mahakiranti, Magaric, Magar",Either:titlemgptitle – Eastern Magartitlemrdtitle – Western Magar,maga1261,"810,000 ",Nepal; significant communities in Bhutan; Sikkim; Assam and Darjeeling district of India," India
Sikkim (additional)
",Unknown,https://en.wikipedia.org/wiki/Magar_language
1574,Magori,"Austronesian, Malayo-Polynesian, Oceanic, Western Oceanic, Papuan Tip, Central, Oumic, Magoric, Magori","Austronesian, Malayo-Polynesian, Oceanic, Western Oceanic, Papuan Tip, Central, Oumic, Magoric, Magori",zgr,mago1248,100 ,Central Province,Unknown,Unknown,https://en.wikipedia.org/wiki/Magori_language
1575,Maguindanao,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Maguindanao
1576,Maguindanaon,"Austronesian, Malayo-Polynesian, Philippine, Greater Central Philippine, Danao, Maguindanaon","Austronesian, Malayo-Polynesian, Philippine, Greater Central Philippine, Danao, Maguindanaon",mdh,magu1243,"2,021,099 - 3,219,000 ","Maguindanao del Norte, Maguindanao del Sur, Sultan Kudarat, North Cotabato, South Cotabato, Sarangani, Zamboanga del Sur, Zamboanga Sibugay, Davao del Sur, Davao del Norte, Davao Occidental",Regional language in the Philippines,Unknown,https://en.wikipedia.org/wiki/Maguindanao_language
1577,Mah Meri,"Austroasiatic, Aslian, Southern, Mah Meri","Austroasiatic, Aslian, Southern, Mah Meri",mhe,besi1244,"3,700 ",Malay Peninsula,Unknown,Unknown,https://en.wikipedia.org/wiki/Mah_Meri_language
1578,Maharashtra,Uknown,Uknown,Not provided,,Uknown,West India,Unknown,Unknown,https://en.wikipedia.org/wiki/Maharashtra
1579,Mahasu Pahari,"Indo-European, Indo-Iranian, Indo-Aryan, Northern, Western Pahari,  (Himachali), Mahasu Pahari","Indo-European, Indo-Iranian, Indo-Aryan, Northern, Western Pahari,  (Himachali), Mahasu Pahari",bfz,maha1287,1 million ,Himachal Pradesh,Unknown,Unknown,https://en.wikipedia.org/wiki/Mahasu_Pahari
1580,Mahongwe,"Niger–Congo,Atlantic–Congo, Benue–Congo, Bantoid, Bantu,  (, Zone B, ), Kele,  (b. ), Mahongwe","Niger–Congo,Atlantic–Congo, Benue–Congo, Bantoid, Bantu,  (, Zone B, ), Kele,  (b. ), Mahongwe",mhb,maho1248,"8,000 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Mahongwe_language
1581,Maidu,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Maidu
1582,Maithili,"Indo-European, Indo-Iranian, Indo-Aryan, Eastern, Bihari, Maithili","Indo-European, Indo-Iranian, Indo-Aryan, Eastern, Bihari, Maithili",mai,mait1250,22 million ,Mithila,"
India
Jharkhand (additional official language)
Nepal
Koshi Province
Madhesh Province
",Unknown,https://en.wikipedia.org/wiki/Maithili_language
1583,Majera,"Afro-Asiatic, Chadic, Biu–Mandara, East–Central, ""Midaa"", Majera","Afro-Asiatic, Chadic, Biu–Mandara, East–Central, ""Midaa"", Majera",xmj,maje1243,500 ,,Unknown,Unknown,https://en.wikipedia.org/wiki/Majera_language
1584,Makah,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Makah
1585,Makasar,"Austronesian, Malayo-Polynesian, South Sulawesi, Makassaric, Makasar","Austronesian, Malayo-Polynesian, South Sulawesi, Makassaric, Makasar",mak,maka1311,2.1 million ,South Sulawesi (Sulawesi),Unknown,Unknown,https://en.wikipedia.org/wiki/Makassarese_language
1586,Makolkol,unclassified,unclassified,zmh,mako1250,7 in 1988. May still be alive ,New Britain,Unknown,Unknown,https://en.wikipedia.org/wiki/Makolkol_language
1587,Makurap,"Tupian, Tuparí, Makurap","Tupian, Tuparí, Makurap",mpu,maku1278,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Makurap_language
1588,Makuva,"Austronesian, Malayo-Polynesian, Central–Eastern, Timor–Babar, Luangic–Kisaric, Makuva","Austronesian, Malayo-Polynesian, Central–Eastern, Timor–Babar, Luangic–Kisaric, Makuva",lva,maku1277,extinct since 1950s[1] to 56 ,,Unknown,East Timor,https://en.wikipedia.org/wiki/Makuva_language
1589,Malagasy,"Austronesian, Malayo-Polynesian, Western Indonesian, Barito, East Barito, Malagasy","Austronesian, Malayo-Polynesian, Western Indonesian, Barito, East Barito, Malagasy",mlgtitle – inclusive codetitleIndividual codes:titlexmvtitle – Antankaranatitlebhrtitle – Baratitlebuctitle – titleBushititlemshtitle – Masikorotitlebmmtitle – Northern Betsimisarakatitleplttitle – Plateau Malagasytitleskgtitle – Sakalavatitlebzctitle – Southern Betsimisarakatitletdxtitle – Tandroy-Mafahalytitletxytitle – Tanosytitletkgtitle – Tesakatitlexmwtitle – Tsimihety,mala1537,25 million ,, Madagascar,Unknown,https://en.wikipedia.org/wiki/Malagasy_language
1590,Malak-Malak,Language isolate,Language isolate,Either:titlempbtitle – Malak-Malaktitlewoatitle – Kuwema (Tyaraity),nort1547,10 Malak-Malak ,Northern Territory,Unknown,Unknown,https://en.wikipedia.org/wiki/Mulluk-Mulluk_language
1591,Malawi,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Malawi
1592,Malay,"Austronesian, Malayo-Polynesian, Malayic, Malay","Austronesian, Malayo-Polynesian, Malayic, Malay",msatitle – inclusive codetitleIndividual codes:titlezlmtitle – Malay (individual language)titleindtitle – titleIndonesiantitlezsmtitle – titleStandard Malaytitleabstitle – titleAmbon Malaytitlembftitle – titleBaba Malaytitlepeatitle – titleBaba Indonesiantitlemhptitle – titleBalinese Malaytitlebjntitle – titleBanjaresetitlemfbtitle – titleBangkatitlebtjtitle – titleBacantitlebewtitle – titleBetawititlebvetitle – titleBerautitlekxdtitle – titleBrunei Malaytitleccmtitle – titleChetty Malaytitlecoatitle – titleCocos Malaytitleliwtitle – titleColtitlegoqtitle – titleGoraptitlehjititle – titleHajititlejaxtitle – titleJambi Malaytitlevkktitle – titleKaurtitlemeotitle – titleKedah Malaytitlemfatitle – titleKelantan-Pattani Malaytitlekvrtitle – titleKerincititlemqgtitle – titleKota Bangun Kutaititlemkntitle – titleKupang Malaytitlemfptitle – titleMakassar Malaytitlexmmtitle – titleManado Malaytitlemintitle – titleMiNot providedgkabautitlemuititle – titleMusititlezmititle – titleNegeri Sembilan,nucl1806,L1: 82 million ,,"
 Brunei
 Indonesia (as Indonesian)
 Malaysia
 Singapore

 UNESCO (as Indonesian)
"," Indonesia(beside the national standard of Indonesian, Local Malay enjoys the status of a regional language in Sumatra and Kalimantan (Borneo)) East Timor (beside Dili Malay, Indonesian used as a working language and a trade language with Indonesia)
 Thailand (as Pattani Malay, Syburi Malay, and Bangkok Malay)",https://en.wikipedia.org/wiki/Malay_language
1593,Malayalam,"Dravidian, Southern, , Tamil–Kannada, Tamil–Kodagu, Tamil–Malayalam, Malayalam languages, Malayalam","Dravidian, Southern, , Tamil–Kannada, Tamil–Kodagu, Tamil–Malayalam, Malayalam languages, Malayalam",mal,mala1464,L1: 37 million ,"Kerala with border communities in the Kanyakumari district of Tamil Nadu, Lakshadweep and Mahé, Puducherry","
Official languages of India
Kerala
Lakshadweep
Mahé, Puducherry
",Unknown,https://en.wikipedia.org/wiki/Malayalam
1594,Malaysia,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Malaysia
1595,Maldives,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Maldives
1596,Malekula,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Malekula
1597,Maleng,"Austroasiatic, Vietic, Maleng","Austroasiatic, Vietic, Maleng",Either:titlepkttitle – Pakatantitlebgltitle – Bo,male1282title  Malengtitlebola1249title  Bo-Maleng,"3,700 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Maleng_language
1598,Mali,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Mali
1599,Mali_I%C4%91o%C5%A1,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Mali_I%C4%91o%C5%A1
1600,Maliseet-Passamaquoddy,"Algic, Algonquian, Eastern Algonquian, Maliseet-Passamaquoddy","Algic, Algonquian, Eastern Algonquian, Maliseet-Passamaquoddy",pqm,male1292,355 in Canada ,New Brunswick; Maine,Unknown,Unknown,https://en.wikipedia.org/wiki/Maliseet_language
1601,Malta,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Malta
1602,Maltese,"Afro-Asiatic, Semitic, West Semitic, Central Semitic, Arabic, Maghrebi Arabic, Pre-Hilalian Arabic, Siculo-Arabic, Maltese","Afro-Asiatic, Semitic, West Semitic, Central Semitic, Arabic, Maghrebi Arabic, Pre-Hilalian Arabic, Siculo-Arabic, Maltese",mlt,malt1254,"570,000 ",,MaltaEuropean Union,Unknown,https://en.wikipedia.org/wiki/Maltese_language
1603,Malto,"Dravidian, Northern Dravidian, Kurukh-Malto, Malto","Dravidian, Northern Dravidian, Kurukh-Malto, Malto",Either:titlekmjtitle – Kumarbhag Pahariatitlemjttitle – Sauria Paharia,malt1248,"159,215 ",Jharkhand; West Bengal; Bihar; Odisha,Unknown,Unknown,https://en.wikipedia.org/wiki/Malto_language
1604,Mam,"Mayan, Eastern Mayan, Greater Mamean, Mamean, Mam","Mayan, Eastern Mayan, Greater Mamean, Mamean, Mam",mam,mamm1241,"600,000 in Guatemala ","Chiapas and Campeche, MexicoQuetzaltenango, Huehuetenango, San Marcos, and Retalhuleu, Guatemala;",Unknown, Mexico Guatemala,https://en.wikipedia.org/wiki/Mam_language
1605,Manang,"Sino-Tibetan, Tamangic, MaUknowng","Sino-Tibetan, Tamangic, MaUknowng",nmm,mana1288,390 ,Manang District,Unknown,Unknown,https://en.wikipedia.org/wiki/Gyasumdo_language
1606,Manang,"Sino-Tibetan, Tamangic, MaUknowng","Sino-Tibetan, Tamangic, MaUknowng",nmm,mana1288,390 ,Manang District,Unknown,Unknown,https://en.wikipedia.org/wiki/Nyishangba_language
1607,Manchu,"Tungusic, Southern, Jurchenic, Manchu–, Xibe, Manchu","Tungusic, Southern, Jurchenic, Manchu–, Xibe, Manchu",mnc,manc1252,20 native speakers[1] ,Manchuria, Qing dynasty,Unknown,https://en.wikipedia.org/wiki/Manchu_language
1608,Manchu_people,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Manchu_people
1609,Mand,"Trans–New Guinea, Madang, Southern Adelbert, Sogeram, West, Mand","Trans–New Guinea, Madang, Southern Adelbert, Sogeram, West, Mand",ate,atem1241,8 ,Madang Province,Unknown,Unknown,https://en.wikipedia.org/wiki/Mand_language
1610,Mandaic,"Afro-Asiatic, Semitic, Central Semitic, Northwest Semitic, Aramaic, Eastern, Southeastern, Mandaic","Afro-Asiatic, Semitic, Central Semitic, Northwest Semitic, Aramaic, Eastern, Southeastern, Mandaic",Either:titlemidtitle – Mandaictitlemyztitle – Classical Mandaic,mand1468titlenucl1706titleclas1253,"5,500 ","Iraq – Baghdad, Basra Iran – Khuzistan",Unknown,Unknown,https://en.wikipedia.org/wiki/Mandaic_language
1611,Mandan,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Mandan
1612,Mandarin,"Sino-Tibetan, Sinitic, Chinese, Mandarin","Sino-Tibetan, Sinitic, Chinese, Mandarin",cmn,mand1415,L1: 940 million ,Northern and southwestern China,Unknown,Unknown,https://en.wikipedia.org/wiki/Mandarin_Chinese
1613,Mandeali,"Indo-European, Indo-Iranian, Indo-Aryan, Northern, Western Pahari, Mandeali","Indo-European, Indo-Iranian, Indo-Aryan, Northern, Western Pahari, Mandeali",mjltitle – Mandeali,mand1409title  Mandeali,"623,000 ",Himachal Pradesh,Unknown,Unknown,https://en.wikipedia.org/wiki/Mandeali
1614,Mandombe_alphabet,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Mandombe_alphabet
1615,Mangareva,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Mangareva
1616,Mangarrayi,"Macro-Gunwinyguan, Marran, Mangarrayi","Macro-Gunwinyguan, Marran, Mangarrayi",mpc,mang1381,2 speakers[1],Northern Territory,Unknown,Unknown,https://en.wikipedia.org/wiki/Mangarayi_language
1617,Mangue,"Oto-Mangue, Manguean, Mangue","Oto-Mangue, Manguean, Mangue",mom,moni1237,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Chorotega_language
1618,Manide,"Austronesian, Malayo-Polynesian, Philippine,Manide–, Alabat, Manide","Austronesian, Malayo-Polynesian, Philippine,Manide–, Alabat, Manide",abd,cama1250,"3,800 ","Camarines Norte & Quezon, Luzon",Unknown,Unknown,https://en.wikipedia.org/wiki/Manide_language
1619,Manihiki,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Manihiki
1620,Manipur,Uknown,Uknown,Not provided,,Uknown,Northeast India,Unknown,Unknown,https://en.wikipedia.org/wiki/Manipur
1621,Maniq_people,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Maniq_people
1622,Manjuy,"Mataco–Guaicuru, \xa, Matacoan, Manjuy","Mataco–Guaicuru, \xa, Matacoan, Manjuy",crq,iyow1239,"1,900 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Manjui_language
1623,Mankanya,"Niger–Congo,Atlantic–Congo, Senegambian, Bak, Manjaku–Papel, Mankanya","Niger–Congo,Atlantic–Congo, Senegambian, Bak, Manjaku–Papel, Mankanya",knf,mank1251,"89,000 ",Southwest Senegal coast,Unknown,Unknown,https://en.wikipedia.org/wiki/Mancagne_language
1624,Mansim,"West Papuan, ""East Birds Head"", Hatam–Mansim, Mansim","West Papuan, ""East Birds Head"", Hatam–Mansim, Mansim",Nonetitle (titlemistitle),mans1260,50? ,Eastern Bird's Head near Manokwari,Unknown,Unknown,https://en.wikipedia.org/wiki/Mansim_language
1625,Mantharta,"Pama–Nyungan, Kanyara–Mantharta, Mantharta","Pama–Nyungan, Kanyara–Mantharta, Mantharta",Variously:titledhrtitle – Dhargarititlewrititle – Warriyanggatitleiintitle – Thiintitledzetitle – titleDjiwarli,mant1266,2 Dhargari ,Western Australia,Unknown,Unknown,https://en.wikipedia.org/wiki/Tharkarri_language
1626,Manx,"Indo-European, Celtic, Insular Celtic, Goidelic, Manx","Indo-European, Celtic, Insular Celtic, Goidelic, Manx",glv,manx1243,Uknown,,Isle of Man,Unknown,https://en.wikipedia.org/wiki/Manx_language
1627,Mao_Zedong,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Mao_Zedong
1628,Maonan,"Kra–Dai, Kam–Sui, MaoUknown","Kra–Dai, Kam–Sui, MaoUknown",mmd,maon1241,"30,000 ","Northern Guangxi, Southern Guizhou[1]: 33 ",Unknown,Unknown,https://en.wikipedia.org/wiki/Maonan_language
1629,Map,"Niger–Congo,Atlantic–Congo, Benue–Congo, Kainji, East Kainji, Map","Niger–Congo,Atlantic–Congo, Benue–Congo, Kainji, East Kainji, Map",amo,amoo1242,"12,000 ",Plateau and Kaduna and Kano states,Unknown,Unknown,https://en.wikipedia.org/wiki/Amo_language
1630,Mapia_Atoll,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Mapia_Atoll
1631,Mapoyo,"Carib, Venezuelan Carib, Mapoyo–Tamanaku, Mapoyo","Carib, Venezuelan Carib, Mapoyo–Tamanaku, Mapoyo",Variously:titlemcgtitle – Mapoyotitleyartitle – Yabaranatitlepevtitle – Pémono,mapo1245,Uknown,Suapure River,Unknown,Unknown,https://en.wikipedia.org/wiki/Mapoyo-Yabarana_language
1632,Mapoyo,"Carib, Venezuelan Carib, Mapoyo–Tamanaku, Mapoyo","Carib, Venezuelan Carib, Mapoyo–Tamanaku, Mapoyo",Variously:titlemcgtitle – Mapoyotitleyartitle – Yabaranatitlepevtitle – Pémono,mapo1245,Uknown,Suapure River,Unknown,Unknown,https://en.wikipedia.org/wiki/Yawarana_language
1633,Mapuche,"Araucanian, Mapuche","Araucanian, Mapuche",arn,mapu1245,"260,000 ",,Galvarino (Chile)Padre Las Casas (Chile)Temuco (Chile),Unknown,https://en.wikipedia.org/wiki/Mapuche_language
1634,Maquiritari,"Cariban, GuiaUknown Carib, Maquiritari","Cariban, GuiaUknown Carib, Maquiritari",mch,maqu1238,"6,000 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Yekuana_language
1635,Maram,"Sino-Tibetan, Tibeto-Burman, Central Tibeto-Burman,  Kuki-Chin–Naga, Zemeic, Maram","Sino-Tibetan, Tibeto-Burman, Central Tibeto-Burman,  Kuki-Chin–Naga, Zemeic, Maram",nma,mara1379,"33,000 ","Manipur, Assam",Unknown,Unknown,https://en.wikipedia.org/wiki/Maram_language
1636,Marathi,"Indo-European, Indo-Iranian, Indo-Aryan, Southern, Marathi–Konkani, Marathi","Indo-European, Indo-Iranian, Indo-Aryan, Southern, Marathi–Konkani, Marathi",Either:titlemartitle – Modern Marathititleomrtitle – Old Marathi,mara1378title  Modern Marathititleoldm1244title  Old Marathi,L1: 83 million ,Maharashtra,"India
Maharashtra
Goa (additional)
",Unknown,https://en.wikipedia.org/wiki/Marathi_language
1637,Maremgi,"Foja Range,  (Tor–Kwerba), Orya–Tor, Tor, Maremgi","Foja Range,  (Tor–Kwerba), Orya–Tor, Tor, Maremgi",mrx,mare1261,55 ,West Papua,Unknown,Unknown,https://en.wikipedia.org/wiki/Dineor_language
1638,Mari_El,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Mari_El
1639,Maring,"Trans–New Guinea, Chimbu–Wahgi, Jimi, Maring","Trans–New Guinea, Chimbu–Wahgi, Jimi, Maring",mbw,mari1435,Uknown,Madang Province and Western Highlands Province,Unknown,Unknown,https://en.wikipedia.org/wiki/Maring_language
1640,Mariupolitan Greek,"Indo-European, Hellenic, Attic, –, Ionic, Pontic, \xa, Mariupolitan Greek","Indo-European, Hellenic, Attic, –, Ionic, Pontic, \xa, Mariupolitan Greek",–,mari1411,Uknown,Northern coast of the Sea of Azov,Unknown,Unknown,https://en.wikipedia.org/wiki/Mariupol_Greek
1641,Mariveleño,"Austronesian, Malayo-Polynesian, Philippine, Central Luzon, Sambalic, Mariveleño","Austronesian, Malayo-Polynesian, Philippine, Central Luzon, Sambalic, Mariveleño",ayt,bata1297,"1,000 ",Mariveles,Unknown,Unknown,https://en.wikipedia.org/wiki/Marivele%C3%B1o_language
1642,Marrgu,"Marrku–Wurrugu,Marrgu","Marrku–Wurrugu,Marrgu",mhg,marg1251,Uknown,"Croker Island, Northern Territory",Unknown,Unknown,https://en.wikipedia.org/wiki/Marrgu_language
1643,Marri Ngarr,"Western Daly, Marri Ngarr","Western Daly, Marri Ngarr",Either:titlezmttitle – Marri Ngarrtitlezmgtitle – Marti Ke,mari1418,8 Marri Ngarr ,Daly River,Unknown,Unknown,https://en.wikipedia.org/wiki/Marringarr_language
1644,Marrithiyel,"Western Daly, Marrithiyel","Western Daly, Marrithiyel",Variously:titlemfrtitle – Marrithiyeltitlexrutitle – Marriammutitlezmjtitle – Maridjabintitlezmdtitle – Maridantitlezmmtitle – Marimanindjititlezmytitle – Mariyedi,mari1420,15 ,Daly River,Unknown,Unknown,https://en.wikipedia.org/wiki/Marrisyefin_language
1645,Marrithiyel,"Western Daly, Marrithiyel","Western Daly, Marrithiyel",Variously:titlemfrtitle – Marrithiyeltitlexrutitle – Marriammutitlezmjtitle – Maridjabintitlezmdtitle – Maridantitlezmmtitle – Marimanindjititlezmytitle – Mariyedi,mari1420,15 ,Daly River,Unknown,Unknown,https://en.wikipedia.org/wiki/Marrithiyel_language
1646,Marshall_Islands,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Marshall_Islands
1647,Marshallese,"Austronesian, Malayo-Polynesian, Oceanic, Micronesian, Micronesian Proper, Nuclear Micronesian, Marshallese","Austronesian, Malayo-Polynesian, Oceanic, Micronesian, Micronesian Proper, Nuclear Micronesian, Marshallese",mah,mars1254,Uknown,, Marshall Islands,Unknown,https://en.wikipedia.org/wiki/Marshallese_language
1648,Martuthunira,"Pama–Nyungan, Ngayarta, Martuthunira","Pama–Nyungan, Ngayarta, Martuthunira",vma,mart1255,Uknown,Western Australia,Unknown,Unknown,https://en.wikipedia.org/wiki/Martuthunira_language
1649,Marwari_language,Uknown,Uknown,mwr,Nonetitleraja1256title  title(scattered in Rajasthani),"21 million, total count ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Marwari_language
1650,Marúbo,"Panoan, Mainline Panoan, Nawa, Marubo group, Marúbo","Panoan, Mainline Panoan, Nawa, Marubo group, Marúbo",mzr,maru1252,"1,300 ",Javari River basin,Unknown,Unknown,https://en.wikipedia.org/wiki/Mar%C3%BAbo_language
1651,Masalit,"Nilo-Saharan,Maban, Masalit languages, Masalit","Nilo-Saharan,Maban, Masalit languages, Masalit",Either:titlemlstitle – Masalittitlemdgtitle – Massalat,nucl1440title  Nuclear Masalittitlemass1262title  Massalat,"410,000 ","West Darfur, South Darfur (Sudan), Ouaddaï, Sila (Chad)",Unknown,Unknown,https://en.wikipedia.org/wiki/Masalit_language
1652,Maslam,"Afro-Asiatic, Chadic, Biu–Mandara, Kotoko,  (B.), North, Maslam","Afro-Asiatic, Chadic, Biu–Mandara, Kotoko,  (B.), North, Maslam",msv,masl1241,250 ,"Far North Province, Cameroon; west Chad",Unknown,Unknown,https://en.wikipedia.org/wiki/Maslam_language
1653,Massep,"Northwest Papuan,Foja Range, Kwerbic, Massep","Northwest Papuan,Foja Range, Kwerbic, Massep",mvs,mass1263,25 ,"Papua: Sarmi Regency, West Pantai District, north coast (Masep village); also west of Sarmi near Apauwer River",Unknown,Unknown,https://en.wikipedia.org/wiki/Massep_language
1654,Matagalpa,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Matagalpa
1655,Matipu,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Matipu
1656,Matis,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Matis
1657,Mator,"Uralic, Samoyedic, Mator","Uralic, Samoyedic, Mator",mtm,mato1250titlenucl1288,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Mator_language
1658,Mattole,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Mattole
1659,Mauritania,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Mauritania
1660,Mavea,"Austronesian, Malayo-Polynesian, Oceanic, Southern Oceanic, North-Central Vanuatu, North Vanuatu, Espiritu Santo, Mavea","Austronesian, Malayo-Polynesian, Oceanic, Southern Oceanic, North-Central Vanuatu, North Vanuatu, Espiritu Santo, Mavea",mkv,mafe1237,34 ,Mavea Island,Unknown,Unknown,https://en.wikipedia.org/wiki/Mavea_language
1661,Mawak,"Trans–New Guinea,Madang, Croisilles, NW Adelbert Range, Tiboran, Upper, Mawak","Trans–New Guinea,Madang, Croisilles, NW Adelbert Range, Tiboran, Upper, Mawak",mjj,mawa1266,25 ,Madang Province,Unknown,Unknown,https://en.wikipedia.org/wiki/Mawak_language
