,name,glottocode,iso6393,aes_status,Degree of endangerment,family,family_id,dialects,child_dialect_count,child_family_count,child_language_count,speakers,Number of speakers,regions,macroarea,latitude,longitude,level,type,scope,bookkeeping,description,markup_description,country_ids,parent_id,off_lang,rec_min_lang,Wikipedia_Url
970,Baiso,bais1246,bsw,shifting,Data not available,<ul><li>Afro-Asiatic</li><ul><li>Cushitic</li><ul><li>Lowland East</li><ul><li>Omo-Tana</li><ul><li>East</li><ul><li>Baiso</li></ul></ul></ul></ul></ul></ul>,afro1255,Data not available,0.0,0.0,0.0,"4,600 (2007 census)[1]",Data not available,in region of Lake Abaya,Africa,6.44892,37.7681,language,living,individual,False,Data not available,Data not available,ET,bais1247,Data not available,Data not available,https://en.wikipedia.org/wiki/Baiso_language
971,Yangkam,yang1290,bsx,nearly extinct,Critically endangered,<ul><li>Niger–Congo</li><ul><li>Atlantic–Congo</li><ul><li>Benue–Congo</li><ul><li>Plateau</li><ul><li>Tarokoid</li><ul><li>Yangkam</li></ul></ul></ul></ul></ul></ul>,atla1278,Data not available,0.0,0.0,0.0,(100 cited 1996)[1],100.0,Plateau State,Africa,9.44956,10.2881,language,living,individual,False,Data not available,Data not available,NG,yang1302,Data not available,Data not available,https://en.wikipedia.org/wiki/Yankam_language
972,Sabah Bisaya,saba1267,bsy,threatened,Data not available,<ul><li>None</li></ul>,aust1307,Data not available,0.0,0.0,0.0,Data not available,Data not available,Data not available,Papunesia,5.30433,115.512,language,living,individual,False,Data not available,Data not available,MY,bisa1270,Data not available,Data not available,Data not available
973,Bata,bata1314,bta,not endangered,Data not available,<ul><li>None</li></ul>,afro1255,Data not available,9.0,0.0,0.0,Data not available,Data not available,Data not available,Africa,9.68091,12.677,language,living,individual,False,Data not available,Data not available,"CM, NG",bata1320,Data not available,Data not available,https://en.wikipedia.org/wiki/Bata_language
974,Bati (Cameroon),bati1251,btc,shifting,Data not available,<ul><li>Niger–Congo</li><ul><li>Atlantic–Congo languages</li><ul><li>Benue–Congo languages</li><ul><li>Southern Bantoid languages</li><ul><li>Mbam</li><ul><li>West Mbam</li><ul><li>Bati</li></ul></ul></ul></ul></ul></ul></ul>,atla1278,Data not available,0.0,0.0,0.0,(800 cited 1975 census)[1],Data not available,Data not available,Africa,4.25573,11.0591,language,living,individual,False,Data not available,Data not available,CM,bati1255,Data not available,Data not available,https://en.wikipedia.org/wiki/Bati_language_(Cameroon)
975,Batak Dairi,bata1294,btd,threatened,Data not available,<ul><li>Austronesian</li><ul><li>Malayo-Polynesian</li><ul><li>Northwest Sumatra–Barrier Islands</li><ul><li>Batak</li><ul><li>Northern</li><ul><li>Pakpak</li></ul></ul></ul></ul></ul></ul>,aust1307,Data not available,0.0,0.0,0.0,(1.2 million cited 1991)[1],Data not available,Sumatra (northern),Papunesia,2.51438,98.2427,language,living,individual,False,Data not available,Data not available,ID,nort2831,Data not available,Data not available,https://en.wikipedia.org/wiki/Batak_Dairi_language
976,Gamo-Ningi,gamo1241,bte,extinct,Data not available,<ul><li>Niger–Congo</li><ul><li>Atlantic–Congo</li><ul><li>Benue–Congo</li><ul><li>Kainji</li><ul><li>East Kainji</li><ul><li>Gamo-Ningi</li></ul></ul></ul></ul></ul></ul>,atla1278,Data not available,2.0,0.0,0.0,Data not available,Data not available,Bauchi State,Africa,10.9346,9.24843,language,extinct,individual,False,Data not available,Data not available,NG,ning1277,Data not available,Data not available,https://en.wikipedia.org/wiki/Gamo-Ningi_language
977,Birgit,birg1239,btf,not endangered,Data not available,<ul><li>Afro-Asiatic</li><ul><li>Chadic</li><ul><li>East Chadic</li><ul><li>East Chadic B</li><ul><li>Mubi</li><ul><li> (B.1.2)</li><ul><li>Birgit</li></ul></ul></ul></ul></ul></ul></ul>,afro1255,"Abgue, Agrab, Duguri, Eastern Birgit",4.0,0.0,0.0,"29,000 (2023)[1]",Data not available,"Ouaddai, Salamat, Sila, Batha",Africa,12.0228,19.8182,language,living,individual,False,Data not available,Data not available,TD,birg1240,Data not available,Data not available,https://en.wikipedia.org/wiki/Birgit_language
978,Gagnoa Bété,gagn1235,btg,not endangered,Data not available,<ul><li>None</li></ul>,krua1234,Data not available,6.0,0.0,0.0,Data not available,Data not available,Data not available,Africa,6.10051,-5.9701,language,living,individual,False,Data not available,Data not available,CI,east2416,Data not available,Data not available,Data not available
979,Biatah Bidayuh,biat1246,bth,threatened,Data not available,<ul><li>Austronesian</li><ul><li>Malayo-Polynesian</li><ul><li>Land Dayak</li><ul><li>Bidayuh</li><ul><li>Biatah–Tringgus</li><ul><li>Biatah</li></ul></ul></ul></ul></ul></ul>,aust1307,Data not available,3.0,0.0,0.0,"72,000 (2000)[1]",Data not available,Borneo,Papunesia,1.17596,110.254,language,living,individual,False,Data not available,Data not available,"ID, MY",cent2415,Data not available,Data not available,https://en.wikipedia.org/wiki/Biatah_language
980,Burate,bura1276,bti,shifting,Severely endangered,<ul><li>East Geelvink Bay</li><ul><li>Burate</li></ul></ul>,geel1240,Data not available,0.0,0.0,0.0,100 (2000)[1],100.0,Indonesian Papua,Papunesia,-2.79301,136.038,language,living,individual,False,Data not available,Data not available,ID,bura1294,Data not available,Data not available,https://en.wikipedia.org/wiki/Burate_language
981,Bacanese Malay,baca1243,btj,nearly extinct,Data not available,<ul><li>None</li></ul>,aust1307,Data not available,0.0,0.0,0.0,Data not available,Data not available,Data not available,Papunesia,-0.62275,127.49,language,living,individual,False,Data not available,Data not available,ID,brun1246,Data not available,Data not available,Data not available
982,Batak Mandailing,bata1291,btm,threatened,Data not available,<ul><li>Austronesian</li><ul><li>Malayo-Polynesian</li><ul><li>Northwest Sumatra–Barrier Islands</li><ul><li>Batak</li><ul><li>Southern</li><ul><li>Mandailing</li></ul></ul></ul></ul></ul></ul>,aust1307,Data not available,0.0,0.0,0.0,1.1 million (2000 census)[1],Data not available,Sumatra,Papunesia,0.85805,99.898,language,living,individual,False,Data not available,Data not available,ID,angk1248,Data not available,Data not available,https://en.wikipedia.org/wiki/Mandailing_language
983,Ratagnon,rata1245,btn,extinct,Data not available,<ul><li>Austronesian</li><ul><li>Malayo-Polynesian</li><ul><li>Philippine</li><ul><li>Central Philippine</li><ul><li>Bisayan</li><ul><li>Western Bisayan</li><ul><li>Kuyan</li><ul><li>Ratagnon</li></ul></ul></ul></ul></ul></ul></ul></ul>,aust1307,Santa Teresa,2.0,0.0,0.0,310 (2010)[1],Data not available,Southern tip of Mindoro,Papunesia,12.2785,121.187,language,living,individual,False,Data not available,Data not available,PH,data1234,Data not available,Data not available,https://en.wikipedia.org/wiki/Ratagnon_language
984,Rinconada Bikol,irig1242,bto,not endangered,Data not available,<ul><li>Austronesian</li><ul><li>Malayo-Polynesian</li><ul><li>Philippine</li><ul><li>Central Philippine</li><ul><li>Bikol languages</li><ul><li>Inland Bikol</li><ul><li>Rinconada Bikol</li></ul></ul></ul></ul></ul></ul></ul>,Data not available,"Sinabukid, Sinaranəw",Data not available,Data not available,Data not available,"230,000 (2000 census)[1]",Data not available,Bicol,Data not available,Data not available,Data not available,Data not available,living,individual,Data not available,Data not available,Data not available,nan,Data not available,Regional language in the Philippines,Data not available,https://en.wikipedia.org/wiki/Rinconada_Bikol_language
985,Budibud,budi1249,btp,shifting,Vulnerable,<ul><li>Austronesian</li><ul><li>Malayo-Polynesian</li><ul><li>Oceanic</li><ul><li>Western Oceanic</li><ul><li>Papuan Tip</li><ul><li>Peripheral</li><ul><li>Kilivila</li><ul><li>Budibud</li></ul></ul></ul></ul></ul></ul></ul></ul>,aust1307,Data not available,0.0,0.0,0.0,310 (2000)[1],120.0,Milne Bay Province,Papunesia,-9.29802,153.689,language,living,individual,False,Data not available,Data not available,PG,kili1266,Data not available,Data not available,https://en.wikipedia.org/wiki/Budibud_language
986,Batek,bate1262,btq,shifting,Critically endangered,<ul><li>Austroasiatic</li><ul><li>Aslian</li><ul><li>Jahaic</li><ul><li>Eastern</li><ul><li>Batek</li></ul></ul></ul></ul></ul>,aust1305,"Teq, Deq (De’), Iga, Nong",2.0,0.0,0.0,"1,000 (2006)[1]",700.0,Data not available,Eurasia,4.8223,102.382,language,living,individual,False,Data not available,Data not available,MY,bate1268,Data not available,Data not available,https://en.wikipedia.org/wiki/Batek_language
987,Baetora,baet1237,btr,not endangered,Data not available,<ul><li>Austronesian</li><ul><li>Malayo-Polynesian</li><ul><li>Oceanic</li><ul><li>Southern Oceanic</li><ul><li>North-Central Vanuatu</li><ul><li>North Vanuatu</li><ul><li>Baetora</li></ul></ul></ul></ul></ul></ul></ul>,aust1307,"Nasawa, Talise (not , Talise, ), Narovorovo",3.0,0.0,0.0,"1,300 (2001)[1]",Data not available,Maewo,Papunesia,-15.2574,168.159,language,living,individual,False,Data not available,Data not available,VU,maew1234,Data not available,Data not available,https://en.wikipedia.org/wiki/Baetora_language
988,Batak Simalungun,bata1288,bts,not endangered,Data not available,<ul><li>Austronesian</li><ul><li>Malayo-Polynesian</li><ul><li>Northwest Sumatra–Barrier Islands</li><ul><li>Batak</li><ul><li>Southern</li><ul><li>Simalungun</li></ul></ul></ul></ul></ul></ul>,aust1307,Data not available,0.0,0.0,0.0,1.2 million (2000)[1],Data not available,Sumatra (northern),Papunesia,3.04372,98.9083,language,living,individual,False,Data not available,Data not available,ID,sout3166,Data not available,Data not available,https://en.wikipedia.org/wiki/Batak_Simalungun_language
989,Bete-Bendi,bete1262,btt,not endangered,Data not available,<ul><li>Niger–Congo</li><ul><li>Atlantic–Congo languages</li><ul><li>Benue–Congo languages</li><ul><li>Southern Bantoid languages</li><ul><li>?</li><ul><li>Bendi languages</li><ul><li>Bete-Bendi</li></ul></ul></ul></ul></ul></ul></ul>,atla1278,"Bendi, Bete",2.0,0.0,0.0,"100,000 (2006)[1]",Data not available,Data not available,Africa,6.62037,9.20189,language,living,individual,False,Data not available,Data not available,NG,bete1267,Data not available,Data not available,https://en.wikipedia.org/wiki/Bete-Bendi_language
990,Batu,batu1255,btu,not endangered,Data not available,<ul><li>Niger–Congo</li><ul><li>Atlantic–Congo</li><ul><li>Benue–Congo</li><ul><li>Southern Bantoid</li><ul><li>Tivoid</li><ul><li>North</li><ul><li>Batu</li></ul></ul></ul></ul></ul></ul></ul>,atla1278,"Amanda–Afi, Kamino",2.0,0.0,0.0,"(undated figure of 25,000)[1]",Data not available,Nigeria,Africa,6.81588,10.9377,language,living,individual,False,Data not available,Data not available,"CM, NG",nort3192,Data not available,Data not available,https://en.wikipedia.org/wiki/Batu_language
991,Bateri,bate1261,btv,threatened,Definitely endangered,<ul><li>Indo-European</li><ul><li>Indo-Iranian</li><ul><li>Indo-Aryan</li><ul><li>Dardic</li><ul><li>Kohistani</li><ul><li>Bateri</li></ul></ul></ul></ul></ul></ul>,indo1319,Data not available,0.0,0.0,0.0,"29,000 (28,300 in Pakistan, 700 in India). (2000)[1]",29000.0,"Kohistan, Jammu and Kashmir",Eurasia,34.9582,72.92674,language,living,individual,False,Data not available,Data not available,"IN, PK",bate1269,Data not available,Data not available,https://en.wikipedia.org/wiki/Bateri_language
992,Butuanon,butu1244,btw,shifting,Data not available,<ul><li>Austronesian</li><ul><li>Malayo-Polynesian</li><ul><li>Philippine</li><ul><li>Greater Central Philippine</li><ul><li>Central Philippine</li><ul><li>Bisayan</li><ul><li>Southern Bisayan</li><ul><li>Butuan–</li><ul><li>Tausug</li><ul><li>Butuanon</li></ul></ul></ul></ul></ul></ul></ul></ul></ul></ul>,aust1307,Data not available,0.0,0.0,0.0,"72,000 (2005 [needs update])[1]",Data not available,Data not available,Papunesia,8.87009,125.418,language,living,individual,False,Data not available,Data not available,PH,butu1243,Data not available,Data not available,https://en.wikipedia.org/wiki/Butuanon_language
993,Batak Karo,bata1293,btx,threatened,Data not available,<ul><li>Austronesian</li><ul><li>Malayo-Polynesian</li><ul><li>Northwest Sumatra–Barrier Islands</li><ul><li>Batak</li><ul><li>Northern</li><ul><li>Karo</li></ul></ul></ul></ul></ul></ul>,aust1307,Data not available,1.0,0.0,0.0,"500,000 (2010)[1]",Data not available,"Karo Regency, North Sumatra",Papunesia,2.12787,98.2517,language,living,individual,False,Data not available,Data not available,ID,nort2831,Data not available,Data not available,https://en.wikipedia.org/wiki/Batak_Karo_language
994,Bobot,bobo1254,bty,threatened,Data not available,<ul><li>Austronesian</li><ul><li>Malayo-Polynesian</li><ul><li>Central–Eastern</li><ul><li>Central Maluku</li><ul><li>East Central Maluku</li><ul><li>East Seram</li><ul><li>Bobot</li></ul></ul></ul></ul></ul></ul></ul>,aust1307,Data not available,0.0,0.0,0.0,"(4,500 cited 1989)[1]",Data not available,"Southeast Seram, Werinama District, from the village of Atiahu to Kota Baru, and Tunsai village in the Liana area, central Maluku.",Papunesia,-3.43514,130.179,language,living,individual,False,Data not available,Data not available,ID,east2748,Data not available,Data not available,https://en.wikipedia.org/wiki/Bobot_language
995,Batak Alas-Kluet,bata1292,btz,not endangered,Data not available,<ul><li>Austronesian</li><ul><li>Malayo-Polynesian</li><ul><li>Northwest Sumatra–Barrier Islands</li><ul><li>Batak</li><ul><li>Northern</li><ul><li>Alas</li></ul></ul></ul></ul></ul></ul>,aust1307,Data not available,1.0,0.0,0.0,"200,000 (2000 census)[1]",Data not available,Sumatra,Papunesia,3.4293,97.8123,language,living,individual,False,Data not available,Data not available,ID,nort2831,Data not available,Data not available,https://en.wikipedia.org/wiki/Alas_language
996,Buriat,Data not available,bua,Data not available,Data not available,<ul><li>None</li></ul>,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,living,macrolanguage,Data not available,Data not available,Data not available,nan,Data not available,Data not available,Data not available,Data not available
997,Bua,buaa1245,bub,not endangered,Data not available,<ul><li>Niger–Congo</li><ul><li>Atlantic–Congo</li><ul><li>Volta-Congo</li><ul><li>Savannas</li><ul><li>Mbum–Day</li><ul><li>Bua</li><ul><li>Bua</li></ul></ul></ul></ul></ul></ul></ul>,atla1278,Kawaway,0.0,0.0,0.0,"(7,700 cited 1993 census)[1]",Data not available,Data not available,Africa,9.92491,18.0821,language,living,individual,False,Data not available,Data not available,TD,buai1235,Data not available,Data not available,https://en.wikipedia.org/wiki/Bua_language
