,lang,family,dialects,iso3code,goglottocodettolog,speakers,regions,off_lang,rec_min_lang,url
118,Ume Sámi,"['Uralic', 'Sámi', 'Western', 'Ume Sámi']",,sju,umes1235,100 (2000)[1],,,,https://en.wikipedia.org/wiki/Ume_S%C3%A1mi
119,Latvia,,,,,,,,,https://en.wikipedia.org/wiki/Latvia
120,Kelantan-Pattani Malay,"['Austronesian', 'Malayo-Polynesian', 'Malayic', 'Kelantan-Pattani Malay']",,mfatitle  Pattani,patt1249,1.5 million in Thailand (2010)[1]2 million in Malaysia[citation needed],"Malaysia:KelantanMerapoh, PahangBesut and Setiu, TerengganuBaling, Sik and Padang Terap, KedahHulu Perak (Pengkalan Hulu and Grik), PerakThailand:Patani region, Songkhla Province (Sabayoi, Chana, Nathawi, Thepha), Minburi area (Min Buri), Lat Krabang, Khlongsamwa, Nong Chok)",, Thailand,https://en.wikipedia.org/wiki/Kelantanese_Malay
121,Tripura,,,,,,Northeast India,,,https://en.wikipedia.org/wiki/Tripura
122,Chinese,"['Sino-Tibetan', 'Sinitic', 'Chinese']","['Mandarin', 'Jin', 'Wu', 'Gan', 'Xiang', 'Min', 'Hakka', 'Yue', 'Ping', 'Huizhou']",zhotitle – inclusive codetitleIndividual codes:titlecdotitle – titleEastern Mintitlecjytitle – titleJinyutitlecmntitle – titleMandarintitlecpxtitle – titlePu-Xian Mintitleczhtitle – titleHuizhoutitleczotitle – titleCentral Mintitlegantitle – titleGantitlehaktitle – titleHakkatitlehsntitle – titleXiangtitlemnptitle – titleNorthern Mintitlenantitle – titleSouthern Mintitlewuutitle – titleWutitleyuetitle – titleYuetitlecsptitle – Southern titlePinghuatitlecnptitle – Northern Pinghuatitleochtitle – titleOld Chinesetitleltctitle – Late titleMiddle Chinesetitlelzhtitle – titleClassical Chinese,sini1245,1.35 billion (2017–2022)[1],,"Mandarin
 Mainland China
 Taiwan
 Singapore
Cantonese[b]
 Hong Kong
 Macau
",,https://en.wikipedia.org/wiki/Chinese_language
123,Susuami,"['Trans–New Guinea', 'Angan', 'Northeast', 'Susuami']",,ssu,susu1251,10 (2000)[1],"Upper Watut valley, Morobe Province",,,https://en.wikipedia.org/wiki/Susuami_language
124,Jarawa,"['Ongan', 'Jarawa']",['None known'],anq,jara1245,"266, 70% of ethnic population (2001–2002)[1]Literacy rate in L1: Below 1%.","Andaman Islands; interior and south central Rutland island, central interior and south interior of South Andaman island, Middle Andaman island, west coast, 70 square km reserve.",,,https://en.wikipedia.org/wiki/Jarawa_language_(Andaman_Islands)
125,Cook_Islands,,,,,,,,,https://en.wikipedia.org/wiki/Cook_Islands
126,S%C3%A3o_Tom%C3%A9_and_Pr%C3%ADncipe,,,,,,,,,https://en.wikipedia.org/wiki/S%C3%A3o_Tom%C3%A9_and_Pr%C3%ADncipe
127,Cameroon,,,,,,,,,https://en.wikipedia.org/wiki/Cameroon
128,Autonomous_regions_with_special_statute,,,,,,,,,https://en.wikipedia.org/wiki/Autonomous_regions_with_special_statute
129,Ecuador,,,,,,,,,https://en.wikipedia.org/wiki/Ecuador
130,Great_Plains,,,,,,,,,https://en.wikipedia.org/wiki/Great_Plains
131,Tatarstan,,,,,,,,,https://en.wikipedia.org/wiki/Tatarstan
132,Hindi,"['Indo-European', 'Indo-Iranian', 'Indo-Aryan', 'Central Zone', 'Western Hindi', '[3]', 'Hindustani', '[3]', 'Hindi']","['See ', 'Hindi languages']",hin,hind1269,,"Western Uttar Pradesh, Delhi","
India
Bihar[6]
Chhattisgarh[7]
Haryana[8]
Jharkhand[9]
Madhya Pradesh[10]
Rajasthan[9]: 34–35 
Uttar Pradesh[9]: 49–53 
Himachal Pradesh[9]: 33–34 
Uttarakhand
","
South Africa (protected language)[11]
United Arab Emirates (third official court language)[12]
",https://en.wikipedia.org/wiki/Hindi
133,Yala_Province,,,,,,,,,https://en.wikipedia.org/wiki/Yala_Province
134,Direct-controlled_municipalities_of_China,,,,,,,,,https://en.wikipedia.org/wiki/Direct-controlled_municipalities_of_China
135,Hebrew,"['Afro-Asiatic', 'Semitic', 'West Semitic', 'Central Semitic', 'Northwest Semitic', 'Canaanite', 'Hebrew']","['Israelian Hebrew', ' ', '†']",Variously:titlehebtitle – titleModern Hebrewtitlehbotitle – titleClassical Hebrewtitle (liturgical)titlesmptitle – titleSamaritan Hebrewtitle (liturgical)titleobmtitle – titleMoabitetitle (extinct)titlexdmtitle – titleEdomitetitle (extinct),hebr1246,,Land of Israel,Israel (as Modern Hebrew)[6],"Poland[7]
South Africa[8]
Turkey[9][10][11][12][13]
",https://en.wikipedia.org/wiki/Hebrew_language
136,Korea,,,,,,,,,https://en.wikipedia.org/wiki/Korea
137,Myanmar,,,,,,,,,https://en.wikipedia.org/wiki/Myanmar
138,Madurese,"['Austronesian', 'Malayo-Polynesian', 'Malayo-Sumbawan', ' (?)', 'Madurese']","['Bawean', 'Bangkalan', 'Pamekasan', 'Sampang', 'Sapudi', 'Sumenep']",madtitle – Standard Madurese,madu1247,10-13.6 million (2008)[1],"Island of Madura, Sapudi Islands, Java, Singapore and Malaysia (as Boyanese)",,"Indonesia
East Java
",https://en.wikipedia.org/wiki/Madurese_language
139,Low German,"['Indo-European', 'Germanic', 'West Germanic', 'North Sea Germanic', 'Low German']","['West Low German', 'East Low German']",ndstitle  (Dutch varieties and Westphalian have separate codes),lowg1239title  Low German,Estimated 4.35–7.15 million[a][1][2][3]Up to 10 million second-language speakers (2001)[4],,," Netherlands[5]
 Germany[6]

 Schleswig-Holstein
 Hamburg
 Lower Saxony
 Saxony-Anhalt
 Mecklenburg-Vorpommern[7]
 Brandenburg[8][9]
 Bolivia (70,000)[10] Paraguay (30,000)[11] Brazil (8,000)",https://en.wikipedia.org/wiki/Low_German
140,Bassa_people_(Liberia),,,,,,,,,https://en.wikipedia.org/wiki/Bassa_people_(Liberia)
141,Zhuang,"['Kra–Dai', 'Kam–Tai', 'Be–Tai\xa0?', 'Tai', 'Northern Tai', ' and ', 'Central Tai', 'Zhuang']",,zhatitle – inclusive codetitleIndividual codes:titlezchtitle – Central Hongshuihe Zhuangtitlezhdtitle – titleDai Zhuangtitle (Wenma)titlezehtitle – titleEastern Hongshuihe Zhuangtitlezgbtitle – Guibei Zhuangtitlezgntitle – titleGuibian Zhuangtitlezlntitle – Lianshan Zhuangtitlezljtitle – Liujiang Zhuangtitlezlqtitle – Liuqian Zhuangtitlezgmtitle – titleMinz Zhuangtitlezhntitle – titleNong Zhuangtitle (Yanguang)titlezqetitle – titleQiubei Zhuangtitlezygtitle – titleYang Zhuangtitle (Dejing)titlezybtitle – titleYongbei Zhuangtitlezyntitle – titleYongnan Zhuangtitlezyjtitle – titleYoujiang Zhuangtitlezzjtitle – titleZuojiang Zhuang,Nonetitledaic1237title  = Daic; Zhuang is not a valid group,"16 million, all Northern Zhuang languages (2007)[1]",,,,https://en.wikipedia.org/wiki/Zhuang_language
142,Pirahã,"['Mura', 'Pirahã']",,myp,pira1253,250–380 (2009)[1],Maici River,,,https://en.wikipedia.org/wiki/Pirah%C3%A3_language
143,State_of_Eritrea,,,,,,,,,https://en.wikipedia.org/wiki/State_of_Eritrea
144,Kweneng_District,,,,,,,,,https://en.wikipedia.org/wiki/Kweneng_District
145,Equatorial_Guinea,,,,,,,,,https://en.wikipedia.org/wiki/Equatorial_Guinea
146,Autonomous_Province_of_Vojvodina,,,,,,,,,https://en.wikipedia.org/wiki/Autonomous_Province_of_Vojvodina
147,Pahari_languages,,,,indo1310,,,,,https://en.wikipedia.org/wiki/Pahari_languages
148,Romania,,,,,,,,,https://en.wikipedia.org/wiki/Romania
149,Republic_of_the_Union_of_Myanmar,,,,,,,,,https://en.wikipedia.org/wiki/Republic_of_the_Union_of_Myanmar
150,Telugu,"['Dravidian', 'South', 'South-Central', '[3]', 'Telugu languages', 'Telugu']","['see ', 'Telugu languages']",teltitle – inclusive codetitleIndividual code:titlewbqtitle – titleWaddartitle (Vadari),telu1262title  Telugutitleoldt1249title  Old Telugu,L1: 83 million (2011 census)[1][2]L2: 13 million (2011 census)[1],"
Andhra Pradesh
Telangana
Yanam
","
India
Andhra Pradesh
Telangana
Yanam district, Puducherry
West Bengal (additional)[4]
",South Africa (protected language)[5],https://en.wikipedia.org/wiki/Telugu_language
151,Province_of_Salamanca,,,,,,,,,https://en.wikipedia.org/wiki/Province_of_Salamanca
152,TshiVenda,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Volta-Congo', 'Benue–Congo', 'Bantoid', 'Southern Bantoid', 'Bantu', 'Southern Bantu', 'TshiVenda']","['Guvhu', 'Ilafuri', 'Lembetu', 'Manda', 'Mbedzi', 'Phani', 'Tavha-Tsindi']",ven,vend1245,1.3 million (2011 census)[1]1.7 million L2 speakers in South Africa (2002)[2],Limpopo,ZimbabweSouth Africa,,https://en.wikipedia.org/wiki/Venda_language
153,Polish-Lithuanian_Commonwealth,,,,,,,,,https://en.wikipedia.org/wiki/Polish-Lithuanian_Commonwealth
154,Spanish,"['Indo-European', 'Italic', 'Latino-Faliscan', 'Latin', 'Romance', 'Italo-Western', 'Western Romance', 'Gallo-Iberian', 'Ibero-Romance', 'West Iberian', 'Castilian', '[2]', '[3]', 'Spanish']",,spa,stan1288,Native: 500 million (2023)[1]Total: 600 million[1]100 million speakers with limited capacity (23 million students)[1],,"
20
countries
Argentina
Bolivia
Chile
Colombia
Costa Rica
Cuba
Dominican Republic
Ecuador
El Salvador
Equatorial Guinea
Guatemala
Honduras
Mexico
Nicaragua
Panama
Paraguay
Peru
Spain
Uruguay
Venezuela



Dependent territories
Puerto Rico



Partially recognized country
Sahrawi Arab Democratic Republic



Significant minority
Andorra
Belize
Gibraltar
United States



Internationalorganizations
 African Union
 Andean Community
 Association of Caribbean States
 Caribbean Community
 CELAC
 European Union
 ALADI
 Latin American Parliament
 Mercosur
 OSCE
 Organization of American States
 United Nations
 Union of South American Nations
 Organization of Ibero-American States

",,https://en.wikipedia.org/wiki/Spanish_language
155,Uilta,"['Tungusic', '\nSouthern', 'Nanaic', 'Uilta']",,oaa,orok1265,26–47 (2010 census)[1],"Sakhalin Oblast (Russian Far East), Hokkaido",,,https://en.wikipedia.org/wiki/Orok_language
156,Commonwealth_of_the_Northern_Mariana_Islands,,,,,,,,,https://en.wikipedia.org/wiki/Commonwealth_of_the_Northern_Mariana_Islands
157,"Punjab,_India",,,,,,North India,,,"https://en.wikipedia.org/wiki/Punjab,_India"
158,Greater_Sylhet,,,,,,,,,https://en.wikipedia.org/wiki/Greater_Sylhet
159,Wa,"['Austroasiatic', 'Khasi–Palaungic', 'Palaungic', 'Waic', 'Wa']",,Variously:titleprktitle – Parauktitlewbmtitle – Votitlevwatitle – Awa,waaa1245,"900,000 (2000–2008)[1]","China, Laos, Myanmar, Thailand",,,https://en.wikipedia.org/wiki/Wa_language
160,Pondicherry,,,,,,,,,https://en.wikipedia.org/wiki/Pondicherry
161,Ghana,,,,,,,,,https://en.wikipedia.org/wiki/Ghana
162,Soo,"['Nilo-Saharan', '?\n', 'Kuliak', ""Nyang'i"", '–Soo', 'Soo']","['Tepes', 'Kadam', 'Napak']",teu,sooo1256,50 (2012)[1],Uganda,,,https://en.wikipedia.org/wiki/Tepes_language
163,Abui,"['Trans–New Guinea', '\xa0?\n', 'West Bomberai', '\xa0?', 'Timor–Alor–Pantar', 'Alor–Pantar', 'Alor', 'Abui']",,abz,abui1241,"(16,000? cited 1981)[1]",Alor Island,,,https://en.wikipedia.org/wiki/Abui_language
164,Trinidadian English Creole,"['English Creole', '\nAtlantic', 'Eastern', 'Southern', 'Trinidadian English Creole']",,trf,trin1276,"1,000,000 (2011)[1]",,,,https://en.wikipedia.org/wiki/Trinidadian_Creole
165,Palula,"['Indo-European', 'Indo-Iranian', 'Indo-Aryan', 'Eastern Dardic', 'Shinaic', 'Sawi', '–', 'Kalkoti', '–Palula?', '[2]', 'Kalkoti', '–Palula?', '[2]', 'Palula']",,phl,phal1254,"10,000 (2018)[1]The population of Ashret and Biol Valleys is almost completely monolingual (2008)[1]",Chitral,,,https://en.wikipedia.org/wiki/Palula_language
166,Haiti,,,,,,,,,https://en.wikipedia.org/wiki/Haiti
167,North_Macedonia,,,,,,,,,https://en.wikipedia.org/wiki/North_Macedonia
168,Elaz%C4%B1%C4%9F_Province,,,,,,,,,https://en.wikipedia.org/wiki/Elaz%C4%B1%C4%9F_Province
169,Tajikistan,,,,,,,,,https://en.wikipedia.org/wiki/Tajikistan
170,Parya,"['Indo-European', 'Indo-Iranian', 'Indo-Aryan', 'Central Zone', 'Western Hindi', 'Parya']",,paq,pary1242,"2,600 (2008–2017)[1]Tajikistan: 1,600 (2017)[1]Uzbekistan: 1,000 (2008)[1]Afghanistan: Extinct (no date)[1]","Gissar Valley, Surkhandarya basin",,,https://en.wikipedia.org/wiki/Parya_language
171,Maharashtra,,,,,,West India,,,https://en.wikipedia.org/wiki/Maharashtra
172,Magar,"['Sino-Tibetan', 'Tibeto-Burman', 'Himalayish', 'Mahakiranti', 'Magaric', 'Magar']",,Either:titlemgptitle – Eastern Magartitlemrdtitle – Western Magar,maga1261,"810,000 (2001–2006)[1]",Nepal; significant communities in Bhutan; Sikkim; Assam and Darjeeling district of India," India
Sikkim (additional)[2]
",,https://en.wikipedia.org/wiki/Magar_language
173,Tosk,"['Indo-European', 'Albanoid', 'Albanian', 'Tosk']","['Northern Tosk', 'Southern Tosk', 'Arbëresh', 'Cham', 'Arvanitika', 'Mandritsa', 'Lab']",als,alba1268titletosk1239,1.8 million (2011 census)[1],"Albania, Kosovo, North Macedonia, Italy, Greece, Turkey",,,https://en.wikipedia.org/wiki/Tosk_Albanian
174,Central Bikol,"['Austronesian', 'Malayo-Polynesian', 'Philippine', 'Central Philippine', 'Bikol languages', 'Coastal Bikol', 'Central Bikol']",,bcl,cent2087,(2.5 million cited 1990 census [needs update])[1]6th most spoken native language in the Philippines[2],Bicol,,Regional language in the Philippines,https://en.wikipedia.org/wiki/Central_Bikol_language
175,First_Nations_in_Canada,,,,,,,,,https://en.wikipedia.org/wiki/First_Nations_in_Canada
176,Kinyarwanda,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Volta-Congo', 'Benue–Congo', 'Bantoid', 'Southern Bantoid', 'Bantu', 'Northeast Bantu', 'Great Lakes Bantu', 'Rwanda-Rundi', 'Kinyarwanda']","['Bufumbwa', 'Ikinyabwishya', 'Igikiga', 'Ikinyamurenge', 'Ikirera', 'Urufumbira', 'Urutwatwa']",kin,kiny1244,15 million (2014–2022)[1],, Rwanda,,https://en.wikipedia.org/wiki/Kinyarwanda
177,Algonquin,"['Algic', 'Algonquian', 'Ojibwe', '-', 'Potawatomi', 'Ojibwe', 'Severn', '-Algonquin', '[2]', 'Algonquin']",,alq,algo1255,"3,330 (2016 census)[1]",Quebec and into Ontario,,,https://en.wikipedia.org/wiki/Algonquin_language
178,Khowar,"['Indo-European', 'Indo-Iranian', 'Indo-Aryan', 'Chitrali', 'Khowar']",,khw,khow1242,"580,000 (2020)[1]",Chitral District,,,https://en.wikipedia.org/wiki/Khowar_language
179,Angloromani,"['Mixed', ' British ', 'Romani', '–', 'English']",,rme,angl1239,,,,,https://en.wikipedia.org/wiki/Angloromani
180,Armenia,,,,,,,,,https://en.wikipedia.org/wiki/Armenia
181,Assam,,,,,,Northeast India,,,https://en.wikipedia.org/wiki/Assam
182,Geʽez,"['Afro-Asiatic', 'Semitic', 'West Semitic', 'South Semitic', 'Ethiopic', 'North', 'Geʽez']",,gez,geez1241,,,"Liturgical language of the Eritrean Orthodox Tewahedo Church, Ethiopian Orthodox Tewahedo Church, Eritrean Catholic Church,[3] Ethiopian Catholic Church, and Beta Israel[4]",,https://en.wikipedia.org/wiki/Ge%27ez
183,Gujarati,"['Indo-European', 'Indo-Iranian', 'Indo-Aryan', 'Western Indo-Aryan', '[2]', 'Gujarati languages', 'Gujarati']",,guj,guja1252,L1: 57 million (2011 census)[1]L2: 5.0 million (2011 census)[1],"
Gujarat, India
Karachi, Pakistan
","
India
Gujarat
Dadra and Nagar Haveli and Daman and Diu (additional)
","
South Africa (protected language)[3]
Pakistan
England and Wales[4]
",https://en.wikipedia.org/wiki/Gujarati_language
184,Republic_of_Guinea,,,,,,,,,https://en.wikipedia.org/wiki/Republic_of_Guinea
185,Roman_Empire,,,,,,,,,https://en.wikipedia.org/wiki/Roman_Empire
186,Karamojong,"['Nilo-Saharan', '?\n', 'Eastern Sudanic', '?', 'Kir–Abbaian', '?', 'Nilotic', 'Eastern Nilotic', 'Ateker', '–', 'Lotuko', '–', 'Maa', 'Ateker', 'Turkanic', 'Karamojong']","['Jie', 'Dodos']",kdj,kara1483,"691,000 (2014 census)[1]",Karamoja,,,https://en.wikipedia.org/wiki/Karamojong_language
187,Grand_Duchy_of_Lithuania,,,,,,,,,https://en.wikipedia.org/wiki/Grand_Duchy_of_Lithuania
188,Fujian,,,,,,,,,https://en.wikipedia.org/wiki/Fujian
189,Central_Visayas,,,,,,,,,https://en.wikipedia.org/wiki/Central_Visayas
190,Kanala,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Southern Oceanic', 'New Caledonian – Loyalties', 'New Caledonian', 'Southern', 'South Southern', 'Xaracuu–Xaragure', 'Kanala']",,ane,xara1244,"5,700 (2009 census)[1]",Canala,,,https://en.wikipedia.org/wiki/Xaracuu_language
191,Dangbe,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Volta-Congo', 'Kwa', 'Ga-Dangme', 'Dangbe']",,ada,adan1247,"1,020,000 (2013)[1]","South-eastern Ghana, east of Accra",Ghana,,https://en.wikipedia.org/wiki/Adangme
192,North_Sumatra,,,,,,,,,https://en.wikipedia.org/wiki/North_Sumatra
193,Latvian,"['Indo-European', 'Balto-Slavic', 'Baltic', 'East Baltic', 'Latvian']","['Livonian', 'Middle', 'Upper Latvian']",lavtitle – inclusive codetitleIndividual codes:titlelvstitle – titleStandard Latvian languagetitleltgtitle – titleLatgalian language,latv1249,1.5 million[2] (2023),Baltic, Latvia European Union,,https://en.wikipedia.org/wiki/Latvian_language
194,Indonesian,"['Austronesian', 'Malayo-Polynesian', 'Malayic', 'Malay', 'Indonesian']","['Colloquial Indonesian', ' (especially Colloquial Jakarta Indonesian)', '[6]']",ind,indo1316,L1 speakers: 43 million (2010 census)[1]L2 speakers: 156 million (2010 census)[1] Total speakers: 300 million (2022)[2],"Indonesia (as official language)  Significant language speakers: East Timor, Malaysia, Singapore, Saudi Arabia, Australia, Taiwan, Netherlands, Japan, South Korea, 
 United Arab Emirates, United States and others"," Indonesia

 ASEAN

 UNESCO", East Timor (Indonesian used as a working language and a trade language with Indonesia)[7],https://en.wikipedia.org/wiki/Indonesian_language
195,"Punjab,_Pakistan",,,,,,,,,"https://en.wikipedia.org/wiki/Punjab,_Pakistan"
196,Chukchi,"['Chukotko-Kamchatkan', 'Chukotkan', 'Chukchi']",,ckt,chuk1273,"8,526, 52.6% of ethnic population (2020 census)[2]",Chukotka Autonomous Okrug,,,https://en.wikipedia.org/wiki/Chukchi_language
197,Argentina,,,,,,,,,https://en.wikipedia.org/wiki/Argentina
198,Quebec,,,,,,,,,https://en.wikipedia.org/wiki/Quebec
199,Serbia,,,,,,,,,https://en.wikipedia.org/wiki/Serbia
200,Bogor_Regency,,,,,,,,,https://en.wikipedia.org/wiki/Bogor_Regency
201,Southern Kurdish,"['Indo-European', 'Indo-Iranian', 'Iranian', 'Western', 'Northwestern', 'Kurdish', 'Southern Kurdish']","['Feylî', 'Kelhurrî', 'Lekî', 'Xaneqînî', 'Gerrûsî', ' (', 'Bîcarî', ')', 'Kermanshahî', 'Kolyai', 'Sanjâbî', 'Melikşayî', 'Bayray', 'Kordalî']",sdh,sout2640,4.25 million in Iran (2021)[1]unknown number in Iraq,Kurdistan,,,https://en.wikipedia.org/wiki/Southern_Kurdish
202,Vietnam,,,,,,,,,https://en.wikipedia.org/wiki/Vietnam
203,Cham,"['Austronesian', 'Malayo-Polynesian', 'Chamic', 'Coastal', 'Cham']","['Western Cham (245,000)', '[2]', 'Eastern Cham (180,000)', '[3]']",Either:titlecjatitle – Western Chamtitlecjmtitle – Eastern Cham,cham1328,"490,000 (2019)[1]",Mainland Southeast Asia,, Vietnam Cambodia,https://en.wikipedia.org/wiki/Cham_language
204,Karnataka,,,,,,South India,,,https://en.wikipedia.org/wiki/Karnataka
205,Adygea,,,,,,,,,https://en.wikipedia.org/wiki/Adygea
206,Hong_Kong,,,,,,,,,https://en.wikipedia.org/wiki/Hong_Kong
207,El_Salvador,,,,,,,,,https://en.wikipedia.org/wiki/El_Salvador
208,Muskum,"['Afro-Asiatic', 'Chadic', 'Biu–Mandara', 'East–Central', 'Munjuk', ' (B.2)', 'Muskum']",,mje,musk1256,,,,,https://en.wikipedia.org/wiki/Muskum_language
209,Nawat,"['Uto-Aztecan', 'Southern Uto-Aztecan', 'Aztecan (Nahuan)', 'General Aztec', 'Eastern', 'Nawat']",,ppl,pipi1250,500 (2015)[4],"Sonsonate, Ahuachapán, La Libertad, San Salvador, Escuintla, Rivas, Chinandega, Jinotega, Nueva Segovia, Matagalpa, Guanacaste, Olancho",,,https://en.wikipedia.org/wiki/Pipil_language
210,Benishangul-Gumuz_Region,,,,,,,,,https://en.wikipedia.org/wiki/Benishangul-Gumuz_Region
211,Mali_I%C4%91o%C5%A1,,,,,,,,,https://en.wikipedia.org/wiki/Mali_I%C4%91o%C5%A1
212,Mexico,,,,,,,,,https://en.wikipedia.org/wiki/Mexico
213,Tai_Tham_alphabet,,,,,,,,,https://en.wikipedia.org/wiki/Tai_Tham_alphabet
214,Laos,,,,,,,,,https://en.wikipedia.org/wiki/Laos
215,Ukrainian,"['Indo-European', 'Balto-Slavic', 'Slavic', 'East Slavic', 'Ukrainian']","['Balachka', 'Canadian', 'Pokuttia-Bukovina', 'Hutsul', 'Among others, see: ', 'Ukrainian dialects']",ukr,ukra1253title  Ukrainian,L1: 33 million (2016)[1]L2: 6.0 million (2016)[1],Eastern Europe,Ukraine,BelarusRussian FederationBosnia and Herzegovina[2]Croatia[2]Czech Republic[3]Hungary[4]Moldova[5]Poland[2]Romania[2]Serbia[2]Slovakia[2],https://en.wikipedia.org/wiki/Ukrainian_language
